campaign_id,campaign_name,channel,campaign_objective,start_date,end_date,spend,impressions,clicks,target_audience,country,device_type,conversions,revenue_attributed,roi,roas,ctr,cpc,cpa,conversion_rate,revenue_per_click,campaign_profit,budget_efficiency_score
CMP-001,Google Search | Back to Work | 001,Google Search,High-intent acquisition,2024-11-25,2025-02-08,49222.74,792835,38611,New shoppers,Germany,Desktop,318,29209.0,-0.4065954069196473,0.5934045930803528,0.048699918646376614,1.2748372225531583,154.78849056603772,0.0082359949237264,0.756494263292844,-20013.739999999998,17.0
CMP-087,Organic Search | Spring Edit | 087,Organic Search,SEO-led acquisition,2025-08-16,2025-11-13,5573.06,742260,37113,Discount-sensitive customers,Germany,Mobile,411,35623.11,5.392019823938734,6.392019823938734,0.05,0.15016463233907257,13.559756690997569,0.011074286638105247,0.9598553067658233,30050.05,32.5
CMP-088,Google Search | Sneaker Week | 088,Google Search,High-intent acquisition,2025-02-19,2025-04-03,21671.09,495012,15124,New shoppers,Spain,Desktop,260,22374.47,0.032457066072818716,1.0324570660728187,0.030552794679724937,1.4328940756413646,83.35034615384616,0.017191219254165564,1.479401613329807,703.380000000001,19.8
CMP-089,TikTok Ads | Beauty Boost | 089,TikTok Ads,New customer acquisition,2024-07-15,2024-09-25,24686.13,726200,36310,New shoppers,Italy,Mobile,154,12677.52,-0.486451703851515,0.513548296148485,0.05,0.6798713852933077,160.29954545454547,0.004241255852382264,0.3491467915174883,-12008.61,16.7
CMP-090,Organic Search | Premium Basics | 090,Organic Search,SEO-led acquisition,2025-06-02,2025-07-28,10930.08,1225740,61287,Discount-sensitive customers,Germany,Desktop,235,19224.0,0.7588160379429977,1.7588160379429978,0.05,0.17834255225414852,46.51097872340426,0.003834418392154943,0.3136717411522835,8293.92,22.2
CMP-091,Email | Holiday Drop | 091,Email,Retention and lifecycle marketing,2024-02-29,2024-05-21,5114.26,1058620,52931,Discount-sensitive customers,UK,Desktop,451,40355.97,6.890871797679429,7.89087179767943,0.05,0.09662126164251574,11.339822616407982,0.008520526723470178,0.7624259885511326,35241.71,35.6
CMP-092,Meta Ads | Beauty Boost | 092,Meta Ads,Prospecting and retargeting,2025-09-29,2025-12-17,23089.63,537400,23035,Returning customers,Italy,Mobile,441,39563.91,0.7134925938614002,1.7134925938614003,0.04286378861183476,1.0023716084219667,52.35743764172336,0.01914477968309095,1.7175563273279792,16474.280000000002,21.9
CMP-093,Meta Ads | Sneaker Week | 093,Meta Ads,Prospecting and retargeting,2024-12-08,2025-01-25,62657.25,1387641,59846,Premium shoppers,UK,Mobile,1209,102524.89,0.6362813561080322,1.6362813561080323,0.04312786952821371,1.0469747351535608,51.825682382134,0.02020185141864118,1.7131452394479163,39867.64,21.8
CMP-094,Email | Beauty Boost | 094,Email,Retention and lifecycle marketing,2025-09-07,2025-09-28,7011.01,1117620,55881,Premium shoppers,UK,Desktop,479,43254.1,5.1694534738932045,6.1694534738932045,0.05,0.12546321647787262,14.636764091858039,0.008571786474830444,0.7740394767452264,36243.09,32.0
CMP-095,Affiliate | Back to Work | 095,Affiliate,Partner-led acquisition,2024-11-02,2024-12-03,34961.84,1111396,53163,VIP customers,Spain,Desktop,346,29316.21,-0.16147977337577193,0.8385202266242281,0.04783443525080169,0.6576348212102401,101.0457803468208,0.006508285837894776,0.5514400993171943,-5645.629999999997,18.9
CMP-096,Organic Search | VIP Retention | 096,Organic Search,SEO-led acquisition,2025-02-25,2025-04-13,6894.67,1009623,31433,Discount-sensitive customers,Germany,Desktop,66,5244.6,-0.23932544994901855,0.7606745500509815,0.031133403260424932,0.21934495593802691,104.46469696969697,0.0020997041325994973,0.16685012566411098,-1650.0699999999997,18.6
CMP-097,Display Ads | Holiday Drop | 097,Display Ads,Awareness and remarketing,2025-04-01,2025-06-21,64693.46,8284820,124963,New shoppers,Poland,Mobile,173,15215.2,-0.7648108479589745,0.2351891520410255,0.015083369342967017,0.5177009194721638,373.9506358381503,0.0013844097852964477,0.12175764026151742,-49478.259999999995,10.5
CMP-098,Email | Premium Basics | 098,Email,Retention and lifecycle marketing,2025-06-09,2025-08-19,7679.27,1250380,62519,Discount-sensitive customers,UK,Mobile,1640,147110.06,18.156776620694416,19.156776620694412,0.05,0.1228309793822678,4.6824817073170735,0.026232025464258867,2.3530456341272252,139430.79,58.8
CMP-099,TikTok Ads | Beauty Boost | 099,TikTok Ads,New customer acquisition,2025-01-10,2025-04-06,30705.61,811980,40599,New shoppers,Germany,Desktop,292,23663.94,-0.22932845170638205,0.770671548293618,0.05,0.7563144412423951,105.15619863013698,0.0071922953767334175,0.5828700214290992,-7041.670000000002,18.6
CMP-100,Google Search | Premium Basics | 100,Google Search,High-intent acquisition,2024-01-31,2024-03-15,62880.22,1698182,56579,Premium shoppers,UK,Mobile,769,63905.15,0.01629972032540599,1.016299720325406,0.03331739471976502,1.1113702963997243,81.76881664499349,0.013591615263613709,1.1294853214090033,1024.9300000000003,19.8
CMP-101,Display Ads | Spring Edit | 101,Display Ads,Awareness and remarketing,2025-09-29,2025-11-02,49232.69,8407670,100046,VIP customers,Poland,Desktop,92,7385.29,-0.8499921495250412,0.1500078504749588,0.011899372834566532,0.492100533754473,535.1379347826087,0.0009195769945824921,0.0738189432860884,-41847.4,6.2
CMP-102,Google Search | Back to Work | 102,Google Search,High-intent acquisition,2025-03-15,2025-05-09,23202.53,398633,17225,Premium shoppers,Netherlands,Tablet,48,3771.19,-0.837466431462431,0.16253356853756898,0.0432101707585674,1.3470264150943396,483.38604166666664,0.002786647314949202,0.21893701015965167,-19431.34,7.5
CMP-103,Organic Search | Summer Sale | 103,Organic Search,SEO-led acquisition,2025-02-04,2025-05-04,10600.49,1466420,73321,Discount-sensitive customers,Germany,Desktop,220,18939.63,0.7866749555916757,1.7866749555916757,0.05,0.1445764514941149,48.184045454545455,0.003000504630324191,0.2583111250528498,8339.140000000001,22.2
CMP-104,TikTok Ads | Spring Edit | 104,TikTok Ads,New customer acquisition,2025-04-30,2025-07-03,33694.58,1119000,55950,Premium shoppers,France,Desktop,258,21372.76,-0.36569145542102033,0.6343085445789797,0.05,0.6022266309204647,130.5991472868217,0.004611260053619303,0.38199749776586234,-12321.820000000003,17.7
CMP-105,Meta Ads | Spring Edit | 105,Meta Ads,Prospecting and retargeting,2025-04-28,2025-06-08,44275.16,1327549,48674,Returning customers,Poland,Mobile,414,33408.36,-0.24543784822008552,0.7545621517799145,0.036664560027539476,0.9096264946377943,106.9448309178744,0.008505567654189096,0.686369725109915,-10866.800000000003,18.6
CMP-106,Meta Ads | Sneaker Week | 106,Meta Ads,Prospecting and retargeting,2024-06-01,2024-08-23,28023.74,1121721,32559,VIP customers,France,Mobile,273,23065.65,-0.17692463604072833,0.8230753639592717,0.02902593425637926,0.8607064099020241,102.65106227106227,0.008384778402285083,0.7084262415921866,-4958.09,18.8
CMP-107,Meta Ads | Back to Work | 107,Meta Ads,Prospecting and retargeting,2025-07-27,2025-10-05,73080.08,1732512,68314,Returning customers,Germany,Tablet,281,22928.34,-0.6862573221047378,0.3137426778952623,0.03943060711844997,1.069767251222297,260.0714590747331,0.004113358901542875,0.3356316421231373,-50151.740000000005,13.7
CMP-108,Email | Holiday Drop | 108,Email,Retention and lifecycle marketing,2024-02-18,2024-05-11,6874.72,1181100,59055,Discount-sensitive customers,France,Mobile,1855,163158.08,22.733050946074894,23.733050946074894,0.05,0.11641215815764966,3.7060485175202156,0.03141139615612565,2.762815680298027,156283.36,68.1
CMP-109,TikTok Ads | Back to Work | 109,TikTok Ads,New customer acquisition,2024-08-22,2024-09-20,50089.99,1274000,63700,Discount-sensitive customers,Germany,Mobile,323,28083.34,-0.43934227177925167,0.5606577282207483,0.05,0.7863420722135007,155.07736842105263,0.005070643642072214,0.44086875981161694,-22006.649999999998,16.9
CMP-110,Google Search | Spring Edit | 110,Google Search,High-intent acquisition,2025-07-24,2025-08-16,23590.81,336660,16833,VIP customers,UK,Mobile,251,21273.16,-0.0982437652628291,0.9017562347371709,0.05,1.401462009148696,93.98729083665339,0.014911186360125943,1.2637771044971187,-2317.6500000000015,19.2
CMP-111,TikTok Ads | Beauty Boost | 111,TikTok Ads,New customer acquisition,2025-03-07,2025-04-10,51544.16,4322056,74185,New shoppers,Poland,Mobile,152,12164.79,-0.7639928558346862,0.2360071441653138,0.01716428477557903,0.694805688481499,339.1063157894737,0.0020489317247421985,0.16397910628833323,-39379.37,11.5
CMP-112,Organic Search | Sneaker Week | 112,Organic Search,SEO-led acquisition,2024-12-31,2025-01-24,5410.43,658520,32926,Young fashion buyers,Germany,Desktop,99,8649.78,0.598723206843079,1.598723206843079,0.05,0.1643209014152949,54.65080808080808,0.0030067423920306143,0.26270363846200573,3239.3500000000004,21.7
CMP-113,Google Search | VIP Retention | 113,Google Search,High-intent acquisition,2024-12-12,2025-02-01,48033.64,1054923,35810,New shoppers,France,Mobile,893,76791.78,0.5987083219177226,1.5987083219177227,0.033945605508648495,1.3413471097458811,53.7890705487122,0.024937168388718234,2.144422786931025,28758.14,21.7
CMP-114,Google Search | Holiday Drop | 114,Google Search,High-intent acquisition,2024-10-10,2024-11-10,47717.29,679671,33981,Young fashion buyers,France,Desktop,377,33044.96,-0.30748456167565263,0.6925154383243474,0.04999624818478352,1.40423442511992,126.57106100795757,0.011094435125511315,0.9724540184220594,-14672.330000000002,17.9
CMP-115,Email | Spring Edit | 115,Email,Retention and lifecycle marketing,2025-03-05,2025-05-06,4651.32,715520,35776,Young fashion buyers,Netherlands,Mobile,446,38067.6,7.184257372100824,8.184257372100824,0.05,0.13001229874776385,10.42896860986547,0.012466457960644007,1.064054114490161,33416.28,36.2
CMP-116,TikTok Ads | Back to Work | 116,TikTok Ads,New customer acquisition,2025-10-07,2025-11-28,47699.51,1699949,77611,Premium shoppers,UK,Desktop,217,18286.87,-0.6166235250634651,0.38337647493653493,0.045654899058736466,0.6145972864671245,219.81341013824886,0.00279599541302135,0.23562214119132596,-29412.640000000003,14.9
CMP-117,Organic Search | Back to Work | 117,Organic Search,SEO-led acquisition,2024-09-14,2024-11-02,7275.46,710320,35516,VIP customers,Italy,Mobile,415,35936.55,3.939419638070995,4.939419638070995,0.05,0.20485020835679693,17.531228915662652,0.011684874422795359,1.0118411420204978,28661.090000000004,29.4
CMP-118,Email | Summer Sale | 118,Email,Retention and lifecycle marketing,2025-03-30,2025-05-18,4412.37,734980,36749,Discount-sensitive customers,Italy,Mobile,1997,173636.57,38.35222340828172,39.352223408281716,0.05,0.12006775694576723,2.20949924887331,0.05434161473781599,4.724933195461102,169224.2,100.0
CMP-119,Affiliate | VIP Retention | 119,Affiliate,Partner-led acquisition,2025-08-02,2025-09-14,14340.87,820490,21890,Young fashion buyers,Germany,Mobile,153,12828.23,-0.10547756168210165,0.8945224383178983,0.02667917951468025,0.655133394243947,93.73117647058824,0.006989492919141161,0.5860315212425765,-1512.6400000000012,19.2
CMP-120,Google Search | VIP Retention | 120,Google Search,High-intent acquisition,2025-05-15,2025-06-14,31325.48,459756,21866,Discount-sensitive customers,Italy,Tablet,1025,87727.43,1.8005135116844178,2.8005135116844175,0.04756001009230983,1.4326113601024422,30.561443902439024,0.046876429159425595,4.01204747095948,56401.95,24.7
