customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_score,churn_risk_label
CUS-02136,50,4,317.27,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02137,52,10,1185.8,4,5,5,455,High-Value Customers,5,Low risk
CUS-02138,70,7,782.29,4,4,5,445,High-Value Customers,13,Low risk
CUS-02139,96,6,388.41,3,4,3,343,Discount Seekers,41,Medium risk
CUS-02140,633,1,19.09,1,1,1,111,Hibernating,77,High risk
CUS-02141,17,5,190.8,5,3,2,532,Discount Seekers,21,Low risk
CUS-02142,266,2,84.62,2,1,1,211,Hibernating,92,High risk
CUS-02143,314,4,454.03,2,3,4,234,At Risk,82,High risk
CUS-02144,136,5,511.71,3,3,4,334,Discount Seekers,46,Medium risk
CUS-02145,143,5,311.83000000000004,2,3,3,233,At Risk,30,Low risk
CUS-02146,74,10,1038.45,4,5,5,455,High-Value Customers,20,Low risk
CUS-02147,53,7,883.3100000000001,4,4,5,445,High-Value Customers,5,Low risk
CUS-02148,77,6,498.61,4,4,4,444,Champions,5,Low risk
CUS-02149,42,16,1528.19,5,5,5,555,High-Value Customers,20,Low risk
CUS-02150,152,4,402.65,2,3,4,234,At Risk,44,Medium risk
CUS-02151,694,1,71.27,1,1,1,111,Hibernating,77,High risk
CUS-02152,640,2,70.28999999999999,1,1,1,111,Hibernating,85,High risk
CUS-02153,678,3,252.89999999999998,1,2,3,123,Hibernating,77,High risk
CUS-02154,86,3,202.86,3,2,2,322,Potential Loyalists,30,Low risk
CUS-02155,396,1,37.93,2,1,1,211,Hibernating,77,High risk
CUS-02156,397,2,130.54,2,1,1,211,Hibernating,77,High risk
CUS-02157,153,5,311.94,2,3,3,233,At Risk,44,Medium risk
CUS-02158,223,4,218.27,2,3,2,232,At Risk,59,Medium risk
CUS-02159,76,4,166.21,4,3,2,432,Potential Loyalists,5,Low risk
CUS-02160,116,7,580.25,3,4,4,344,Loyal Customers,26,Low risk
CUS-02161,571,1,64.92,1,1,1,111,Hibernating,85,High risk
CUS-02162,570,1,15.57,1,1,1,111,Hibernating,85,High risk
CUS-02163,772,3,221.97000000000003,1,2,2,122,Hibernating,67,High risk
CUS-02164,79,10,951.03,4,5,5,455,High-Value Customers,5,Low risk
CUS-02165,364,2,206.70999999999998,2,1,2,212,Hibernating,75,High risk
CUS-02166,372,2,338.32,2,1,3,213,Hibernating,77,High risk
CUS-02167,234,2,124.69999999999999,2,1,1,211,Hibernating,64,Medium risk
CUS-02168,550,4,310.99,1,3,3,133,At Risk,67,High risk
CUS-02169,35,3,257.81,5,2,3,523,Potential Loyalists,5,Low risk
CUS-02170,56,1,55.58,4,1,1,411,Potential Loyalists,5,Low risk
CUS-02171,26,13,725.1800000000001,5,5,5,555,High-Value Customers,5,Low risk
CUS-02172,28,3,254.32,5,2,3,523,Potential Loyalists,5,Low risk
CUS-02173,26,8,885.7,5,5,5,555,High-Value Customers,20,Low risk
CUS-02174,54,4,157.47,4,3,2,432,Potential Loyalists,15,Low risk
CUS-02175,213,4,266.65999999999997,2,3,3,233,At Risk,54,Medium risk
CUS-02176,49,10,1645.8,4,5,5,455,High-Value Customers,5,Low risk
CUS-02177,109,3,98.09,3,2,1,321,Potential Loyalists,18,Low risk
CUS-02178,92,7,382.22,3,4,3,343,Loyal Customers,26,Low risk
CUS-02179,129,7,459.42,3,4,4,344,Loyal Customers,38,Medium risk
CUS-02180,68,2,66.22999999999999,4,1,1,411,Discount Seekers,28,Low risk
CUS-02181,56,5,402.54999999999995,4,3,4,434,Potential Loyalists,20,Low risk
CUS-02182,132,12,1031.54,3,5,5,355,High-Value Customers,46,Medium risk
CUS-02183,79,4,453.19,4,3,4,434,Potential Loyalists,30,Low risk
CUS-02184,244,5,278.88,2,3,3,233,At Risk,75,High risk
CUS-02185,39,3,160.97,5,2,2,522,Potential Loyalists,5,Low risk
CUS-02186,144,5,489.32,2,3,4,234,At Risk,38,Medium risk
CUS-02187,960,1,20.83,1,1,1,111,Hibernating,85,High risk
CUS-02188,31,8,437.63,5,5,4,554,Champions,13,Low risk
CUS-02189,9,8,476.99,5,5,4,554,Champions,5,Low risk
CUS-02190,88,9,995.18,3,5,5,355,High-Value Customers,5,Low risk
CUS-02191,55,2,172.65,4,1,2,412,Potential Loyalists,5,Low risk
CUS-02192,59,6,287.34000000000003,4,4,3,443,Loyal Customers,13,Low risk
CUS-02193,172,1,53.89,2,1,1,211,Hibernating,62,Medium risk
CUS-02194,43,8,864.9200000000001,5,5,5,555,High-Value Customers,5,Low risk
CUS-02195,756,1,26.14,1,1,1,111,Hibernating,77,High risk
CUS-02196,183,4,303.69,2,3,3,233,At Risk,54,Medium risk
CUS-02197,147,5,175.10000000000002,2,3,2,232,At Risk,40,Medium risk
CUS-02198,29,1,56.47,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02199,107,10,986.59,3,5,5,355,High-Value Customers,18,Low risk
CUS-02200,12,10,1021.98,5,5,5,555,High-Value Customers,5,Low risk
CUS-02201,707,1,32.91,1,1,1,111,Hibernating,77,High risk
CUS-02202,78,16,1966.31,4,5,5,455,High-Value Customers,5,Low risk
CUS-02203,30,5,330.03,5,3,3,533,Potential Loyalists,13,Low risk
CUS-02204,112,2,139.57999999999998,3,1,2,312,Potential Loyalists,28,Low risk
CUS-02205,231,2,160.72,2,1,2,212,Hibernating,64,Medium risk
CUS-02206,33,5,456.95,5,3,4,534,Potential Loyalists,13,Low risk
CUS-02207,523,1,63.72,1,1,1,111,Hibernating,77,High risk
CUS-02208,38,12,1422.3899999999999,5,5,5,555,High-Value Customers,20,Low risk
CUS-02209,159,8,601.17,2,5,4,254,At Risk,44,Medium risk
CUS-02210,120,7,662.95,3,4,5,345,High-Value Customers,18,Low risk
CUS-02211,458,3,311.65,1,2,3,123,Hibernating,67,High risk
CUS-02212,684,3,282.71,1,2,3,123,Hibernating,77,High risk
CUS-02213,547,4,447.68,1,3,4,134,At Risk,67,High risk
CUS-02214,274,5,434.84000000000003,2,3,4,234,At Risk,65,High risk
CUS-02215,534,1,122.12,1,1,1,111,Hibernating,85,High risk
CUS-02216,166,1,204.88,2,1,2,212,Hibernating,54,Medium risk
CUS-02217,21,2,132.41,5,1,2,512,Potential Loyalists,20,Low risk
CUS-02218,105,6,504.56,3,4,4,344,Loyal Customers,18,Low risk
CUS-02219,95,5,392.89,3,3,3,333,Potential Loyalists,18,Low risk
CUS-02220,292,4,362.99,2,3,3,233,At Risk,57,Medium risk
CUS-02221,62,7,561.9300000000001,4,4,4,444,Champions,5,Low risk
CUS-02222,108,3,119.9,3,2,1,321,Potential Loyalists,33,Low risk
CUS-02223,51,10,624.02,4,5,4,454,Champions,13,Low risk
CUS-02224,315,5,296.14,2,3,3,233,At Risk,75,High risk
CUS-02225,469,4,313.93,1,3,3,133,At Risk,67,High risk
CUS-02226,507,3,186.34,1,2,2,122,Hibernating,92,High risk
CUS-02227,83,4,340.63,3,3,3,333,Potential Loyalists,5,Low risk
CUS-02228,111,9,1102.85,3,5,5,355,High-Value Customers,18,Low risk
CUS-02229,102,2,141.89,3,1,2,312,Potential Loyalists,33,Low risk
CUS-02230,258,4,524.68,2,3,4,234,At Risk,72,High risk
CUS-02231,354,1,84.62,2,1,1,211,Hibernating,77,High risk
CUS-02232,13,9,684.58,5,5,5,555,High-Value Customers,5,Low risk
CUS-02233,34,3,313.53,5,2,3,523,Potential Loyalists,20,Low risk
CUS-02234,28,6,527.82,5,4,4,544,Champions,13,Low risk
CUS-02235,58,10,1011.62,4,5,5,455,High-Value Customers,20,Low risk
CUS-02236,574,3,354.34000000000003,1,2,3,123,Hibernating,75,High risk
CUS-02237,14,2,110.45,5,1,1,511,Potential Loyalists,20,Low risk
CUS-02238,174,2,147.16,2,1,2,212,Hibernating,44,Medium risk
CUS-02239,59,4,409.25,4,3,4,434,Potential Loyalists,20,Low risk
CUS-02240,81,9,796.8299999999999,4,5,5,455,High-Value Customers,28,Low risk
CUS-02241,111,6,246.1,3,4,2,342,Loyal Customers,26,Low risk
CUS-02242,49,10,973.49,4,5,5,455,High-Value Customers,13,Low risk
CUS-02243,100,7,534.83,3,4,4,344,Loyal Customers,18,Low risk
CUS-02244,673,2,147.26,1,1,2,112,Hibernating,85,High risk
CUS-02245,47,12,2388.06,5,5,5,555,High-Value Customers,5,Low risk
CUS-02246,90,15,1955.6200000000001,3,5,5,355,High-Value Customers,13,Low risk
CUS-02247,109,19,2572.29,3,5,5,355,High-Value Customers,26,Low risk
CUS-02248,398,4,467.42999999999995,2,3,4,234,At Risk,90,High risk
CUS-02249,61,7,429.52,4,4,4,444,Champions,13,Low risk
CUS-02250,99,5,299.81,3,3,3,333,Discount Seekers,33,Low risk
CUS-02251,116,4,261.03999999999996,3,3,3,333,Discount Seekers,51,Medium risk
CUS-02252,53,2,90.47999999999999,4,1,1,411,Potential Loyalists,5,Low risk
CUS-02253,607,2,152.01,1,1,2,112,Hibernating,77,High risk
CUS-02254,53,6,295.65,4,4,3,443,Loyal Customers,5,Low risk
CUS-02255,96,8,694.54,3,5,5,355,High-Value Customers,18,Low risk
CUS-02256,796,2,117.56,1,1,1,111,Hibernating,77,High risk
CUS-02257,188,3,321.1,2,2,3,223,Hibernating,54,Medium risk
CUS-02258,124,13,1478.32,3,5,5,355,High-Value Customers,30,Low risk
CUS-02259,212,5,396.94,2,3,3,233,At Risk,44,Medium risk
CUS-02260,16,9,1290.28,5,5,5,555,High-Value Customers,5,Low risk
CUS-02261,22,1,27.67,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02262,661,3,237.4,1,2,2,122,Hibernating,92,High risk
CUS-02263,465,1,106.89,1,1,1,111,Hibernating,100,High risk
CUS-02264,365,6,531.95,2,4,4,244,At Risk,72,High risk
CUS-02265,38,7,464.78,5,4,4,544,Champions,13,Low risk
CUS-02266,107,13,706.63,3,5,5,355,High-Value Customers,18,Low risk
CUS-02267,119,4,262.66999999999996,3,3,3,333,Discount Seekers,41,Medium risk
CUS-02268,88,1,64.33,3,1,1,311,Potential Loyalists,13,Low risk
CUS-02269,160,4,270.96000000000004,2,3,3,233,At Risk,69,High risk
CUS-02270,8,9,1048.95,5,5,5,555,High-Value Customers,28,Low risk
CUS-02271,179,5,187.32,2,3,2,232,At Risk,44,Medium risk
CUS-02272,157,12,1334.43,2,5,5,255,High-Value Customers,44,Medium risk
CUS-02273,38,5,410.07,5,3,4,534,Potential Loyalists,5,Low risk
CUS-02274,271,6,499.36,2,4,4,244,At Risk,65,High risk
CUS-02275,79,4,381.24,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02276,40,1,86.35,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02277,27,8,494.15,5,5,4,554,Champions,13,Low risk
CUS-02278,180,3,154.26,2,2,2,222,Hibernating,64,Medium risk
CUS-02279,33,1,23.02,5,1,1,511,Potential Loyalists,15,Low risk
CUS-02280,105,6,294.34000000000003,3,4,3,343,Loyal Customers,26,Low risk
CUS-02281,643,2,141.18,1,1,2,112,Hibernating,85,High risk
CUS-02282,60,9,710.14,4,5,5,455,High-Value Customers,5,Low risk
CUS-02283,70,8,515.19,4,5,4,454,Champions,20,Low risk
CUS-02284,58,1,199.15,4,1,2,412,Potential Loyalists,20,Low risk
CUS-02285,418,7,597.22,1,4,4,144,At Risk,57,Medium risk
CUS-02286,764,2,91.22,1,1,1,111,Hibernating,77,High risk
CUS-02287,642,2,168.05,1,1,2,112,Hibernating,85,High risk
CUS-02288,444,4,254.76,1,3,3,133,At Risk,72,High risk
CUS-02289,13,8,593.66,5,5,4,554,Champions,5,Low risk
CUS-02290,21,9,942.84,5,5,5,555,High-Value Customers,20,Low risk
CUS-02291,147,6,402.94,2,4,4,244,At Risk,38,Medium risk
CUS-02292,130,14,1335.31,3,5,5,355,High-Value Customers,45,Medium risk
CUS-02293,163,5,442.37,2,3,4,234,At Risk,44,Medium risk
CUS-02294,32,2,136.12,5,1,2,512,Potential Loyalists,5,Low risk
CUS-02295,73,6,762.36,4,4,5,445,High-Value Customers,5,Low risk
CUS-02296,66,1,24.35,4,1,1,411,Potential Loyalists,5,Low risk
CUS-02297,69,2,272.31,4,1,3,413,Potential Loyalists,20,Low risk
CUS-02298,623,2,159.7,1,1,2,112,Hibernating,77,High risk
CUS-02299,435,3,220.13,1,2,2,122,Hibernating,67,High risk
CUS-02300,99,2,294.66,3,1,3,313,Potential Loyalists,18,Low risk
CUS-02301,137,3,197.42,3,2,2,322,Potential Loyalists,30,Low risk
CUS-02302,523,3,228.83999999999997,1,2,2,122,Hibernating,92,High risk
CUS-02303,497,3,215.4,1,2,2,122,Hibernating,67,High risk
CUS-02304,103,3,261.1,3,2,3,323,Potential Loyalists,28,Low risk
CUS-02305,94,6,352.83000000000004,3,4,3,343,Loyal Customers,18,Low risk
CUS-02306,646,7,551.35,1,4,4,144,At Risk,65,High risk
CUS-02307,285,7,671.88,2,4,5,245,High-Value Customers,72,High risk
CUS-02308,150,2,134.92,2,1,2,212,Hibernating,65,High risk
CUS-02309,52,5,292.25,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02310,106,5,496.01,3,3,4,334,Discount Seekers,34,Low risk
CUS-02311,100,4,292.34000000000003,3,3,3,333,Potential Loyalists,28,Low risk
CUS-02312,132,8,785.42,3,5,5,355,High-Value Customers,38,Medium risk
CUS-02313,122,11,549.63,3,5,4,354,Loyal Customers,30,Low risk
CUS-02314,35,4,153.05,5,3,2,532,Potential Loyalists,20,Low risk
CUS-02315,27,3,270.7,5,2,3,523,Potential Loyalists,20,Low risk
CUS-02316,82,14,1348.54,3,5,5,355,High-Value Customers,5,Low risk
CUS-02317,127,2,154.45,3,1,2,312,Potential Loyalists,58,Medium risk
CUS-02318,45,3,543.64,5,2,4,524,Potential Loyalists,5,Low risk
CUS-02319,89,10,905.6,3,5,5,355,High-Value Customers,5,Low risk
CUS-02320,62,5,219.52,4,3,2,432,Potential Loyalists,5,Low risk
CUS-02321,67,4,223.88,4,3,2,432,Potential Loyalists,28,Low risk
CUS-02322,98,8,530.18,3,5,4,354,Discount Seekers,26,Low risk
CUS-02323,8,5,172.3,5,3,2,532,Potential Loyalists,5,Low risk
CUS-02324,122,10,719.11,3,5,5,355,High-Value Customers,30,Low risk
CUS-02325,718,3,363.73,1,2,3,123,Hibernating,77,High risk
CUS-02326,69,1,23.41,4,1,1,411,Potential Loyalists,5,Low risk
CUS-02327,74,8,590.76,4,5,4,454,Champions,13,Low risk
CUS-02328,81,1,43.21,4,1,1,411,Potential Loyalists,5,Low risk
CUS-02329,34,9,701.24,5,5,5,555,High-Value Customers,5,Low risk
CUS-02330,128,10,858.34,3,5,5,355,High-Value Customers,30,Low risk
CUS-02331,542,3,263.96,1,2,3,123,Hibernating,67,High risk
CUS-02332,140,15,2319.64,2,5,5,255,High-Value Customers,30,Low risk
CUS-02333,51,10,1075.1399999999999,4,5,5,455,High-Value Customers,5,Low risk
CUS-02334,665,1,98.48,1,1,1,111,Hibernating,77,High risk
CUS-02335,87,7,680.14,3,4,5,345,High-Value Customers,13,Low risk
CUS-02336,99,13,2097.41,3,5,5,355,High-Value Customers,33,Low risk
CUS-02337,76,10,776.86,4,5,5,455,High-Value Customers,5,Low risk
CUS-02338,293,4,254.44,2,3,3,233,At Risk,75,High risk
CUS-02339,319,3,224.76,2,2,2,222,Hibernating,67,High risk
CUS-02340,118,18,1437.6,3,5,5,355,High-Value Customers,26,Low risk
CUS-02341,106,4,236.71,3,3,2,332,Discount Seekers,51,Medium risk
CUS-02342,62,2,138.04000000000002,4,1,2,412,Potential Loyalists,5,Low risk
CUS-02343,127,1,55.48,3,1,1,311,Potential Loyalists,65,High risk
CUS-02344,58,7,542.12,4,4,4,444,Champions,21,Low risk
CUS-02345,571,1,25.76,1,1,1,111,Hibernating,85,High risk
CUS-02346,45,4,328.28,5,3,3,533,Potential Loyalists,20,Low risk
CUS-02347,35,14,1344.46,5,5,5,555,High-Value Customers,5,Low risk
CUS-02348,86,2,171.34,3,1,2,312,Potential Loyalists,20,Low risk
CUS-02349,83,8,748.39,3,5,5,355,High-Value Customers,20,Low risk
CUS-02350,802,2,152.0,1,1,2,112,Hibernating,92,High risk
CUS-02351,62,5,348.48,4,3,3,433,Potential Loyalists,13,Low risk
CUS-02352,24,2,69.65,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02353,38,9,1076.33,5,5,5,555,High-Value Customers,5,Low risk
CUS-02354,169,9,957.78,2,5,5,255,High-Value Customers,44,Medium risk
CUS-02355,20,8,691.48,5,5,5,555,High-Value Customers,5,Low risk
CUS-02356,489,2,113.72,1,1,1,111,Hibernating,77,High risk
CUS-02357,559,1,85.53,1,1,1,111,Hibernating,77,High risk
CUS-02358,16,12,1262.77,5,5,5,555,High-Value Customers,5,Low risk
CUS-02359,119,2,132.5,3,1,2,312,Potential Loyalists,36,Medium risk
CUS-02360,91,7,486.89,3,4,4,344,Discount Seekers,34,Low risk
CUS-02361,24,7,667.58,5,4,5,545,High-Value Customers,5,Low risk
CUS-02362,376,4,468.01,2,3,4,234,At Risk,57,Medium risk
CUS-02363,161,4,330.06,2,3,3,233,At Risk,44,Medium risk
CUS-02364,61,11,494.66,4,5,4,454,Champions,5,Low risk
CUS-02365,10,3,156.6,5,2,2,522,Potential Loyalists,5,Low risk
CUS-02366,38,13,1147.93,5,5,5,555,High-Value Customers,13,Low risk
CUS-02367,169,7,563.73,2,4,4,244,At Risk,67,High risk
CUS-02368,164,4,167.79,2,3,2,232,Discount Seekers,77,High risk
CUS-02369,419,4,244.11,1,3,2,132,At Risk,67,High risk
CUS-02370,136,1,67.27,3,1,1,311,Potential Loyalists,40,Medium risk
CUS-02371,11,2,110.58,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02372,99,5,706.46,3,3,5,335,Potential Loyalists,36,Medium risk
CUS-02373,72,3,499.15999999999997,4,2,4,424,Potential Loyalists,5,Low risk
CUS-02374,32,5,853.9100000000001,5,3,5,535,Potential Loyalists,13,Low risk
CUS-02375,45,2,120.12,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02376,118,5,165.87,3,3,2,332,Potential Loyalists,18,Low risk
CUS-02377,64,4,305.58000000000004,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02378,117,11,849.1,3,5,5,355,High-Value Customers,18,Low risk
CUS-02379,715,2,108.64,1,1,1,111,Hibernating,77,High risk
CUS-02380,86,8,610.59,3,5,4,354,Loyal Customers,5,Low risk
CUS-02381,79,4,344.71000000000004,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02382,92,12,993.76,3,5,5,355,High-Value Customers,18,Low risk
CUS-02383,153,3,212.55,2,2,2,222,Hibernating,44,Medium risk
CUS-02384,74,12,763.3,4,5,5,455,High-Value Customers,28,Low risk
CUS-02385,153,5,316.97,2,3,3,233,At Risk,44,Medium risk
CUS-02386,273,4,274.81,2,3,3,233,At Risk,57,Medium risk
CUS-02387,766,1,64.72,1,1,1,111,Hibernating,85,High risk
CUS-02388,168,8,792.02,2,5,5,255,High-Value Customers,44,Medium risk
CUS-02389,757,1,77.57,1,1,1,111,Hibernating,85,High risk
CUS-02390,682,2,132.09,1,1,1,111,Hibernating,92,High risk
CUS-02391,88,2,172.54,3,1,2,312,Potential Loyalists,5,Low risk
CUS-02392,57,15,1347.23,4,5,5,455,High-Value Customers,5,Low risk
CUS-02393,111,5,501.62,3,3,4,334,Potential Loyalists,36,Medium risk
CUS-02394,64,10,1459.76,4,5,5,455,High-Value Customers,5,Low risk
CUS-02395,754,1,135.32,1,1,2,112,Hibernating,77,High risk
CUS-02396,192,8,745.39,2,5,5,255,High-Value Customers,52,Medium risk
CUS-02397,237,1,61.3,2,1,1,211,Hibernating,72,High risk
CUS-02398,81,15,1681.81,4,5,5,455,High-Value Customers,20,Low risk
CUS-02399,790,1,37.51,1,1,1,111,Hibernating,77,High risk
CUS-02400,61,1,171.25,4,1,2,412,Potential Loyalists,5,Low risk
CUS-02401,446,1,50.34,1,1,1,111,Hibernating,85,High risk
CUS-02402,72,4,328.44,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02403,327,6,577.27,2,4,4,244,At Risk,57,Medium risk
CUS-02404,626,3,104.16,1,2,1,121,Hibernating,75,High risk
CUS-02405,697,2,64.71,1,1,1,111,Hibernating,92,High risk
CUS-02406,608,3,226.10999999999999,1,2,2,122,Hibernating,67,High risk
CUS-02407,238,3,123.12,2,2,1,221,Hibernating,69,High risk
CUS-02408,13,5,254.47,5,3,3,533,Potential Loyalists,5,Low risk
CUS-02409,196,4,425.03000000000003,2,3,4,234,At Risk,69,High risk
CUS-02410,38,2,79.03999999999999,5,1,1,511,Potential Loyalists,20,Low risk
CUS-02411,42,2,89.77,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02412,67,2,392.65999999999997,4,1,3,413,Potential Loyalists,5,Low risk
CUS-02413,161,1,81.5,2,1,1,211,Hibernating,64,Medium risk
CUS-02414,50,3,327.58,4,2,3,423,Potential Loyalists,20,Low risk
CUS-02415,36,1,66.9,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02416,463,3,155.76,1,2,2,122,Hibernating,92,High risk
CUS-02417,56,7,497.14,4,4,4,444,Champions,21,Low risk
CUS-02418,111,7,356.68,3,4,3,343,Loyal Customers,41,Medium risk
CUS-02419,42,1,76.47,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02420,29,1,102.25,5,1,1,511,Potential Loyalists,15,Low risk
CUS-02421,731,3,140.3,1,2,2,122,Hibernating,92,High risk
CUS-02422,80,7,633.3399999999999,4,4,4,444,Champions,21,Low risk
CUS-02423,38,2,174.72,5,1,2,512,Potential Loyalists,5,Low risk
CUS-02424,287,3,247.64,2,2,3,223,Hibernating,67,High risk
CUS-02425,521,3,193.47,1,2,2,122,Hibernating,82,High risk
CUS-02426,235,4,512.0999999999999,2,3,4,234,At Risk,67,High risk
CUS-02427,673,2,267.03999999999996,1,1,3,113,Hibernating,85,High risk
CUS-02428,176,3,175.03,2,2,2,222,Hibernating,54,Medium risk
CUS-02429,20,5,587.79,5,3,4,534,Potential Loyalists,5,Low risk
CUS-02430,650,5,452.44,1,3,4,134,At Risk,67,High risk
CUS-02431,32,17,1567.03,5,5,5,555,High-Value Customers,5,Low risk
CUS-02432,59,5,500.0,4,3,4,434,Discount Seekers,28,Low risk
CUS-02433,604,2,167.51,1,1,2,112,Hibernating,77,High risk
CUS-02434,69,3,237.86,4,2,2,422,Potential Loyalists,15,Low risk
CUS-02435,813,1,64.08,1,1,1,111,Hibernating,77,High risk
CUS-02436,896,1,169.14,1,1,2,112,Hibernating,77,High risk
CUS-02437,574,2,79.28,1,1,1,111,Hibernating,77,High risk
CUS-02438,71,4,273.54,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02439,99,7,486.2,3,4,4,344,Discount Seekers,34,Low risk
CUS-02440,181,7,580.25,2,4,4,244,At Risk,44,Medium risk
CUS-02441,66,4,234.81,4,3,2,432,Potential Loyalists,20,Low risk
CUS-02442,99,17,1816.42,3,5,5,355,High-Value Customers,18,Low risk
CUS-02443,204,4,383.49,2,3,3,233,At Risk,44,Medium risk
CUS-02444,575,2,137.16,1,1,2,112,Hibernating,77,High risk
CUS-02445,78,1,24.45,4,1,1,411,Potential Loyalists,15,Low risk
CUS-02446,32,1,85.28,5,1,1,511,Potential Loyalists,15,Low risk
CUS-02447,424,4,221.95999999999998,1,3,2,132,At Risk,57,Medium risk
CUS-02448,359,1,97.58,2,1,1,211,Hibernating,77,High risk
CUS-02449,533,3,77.2,1,2,1,121,Hibernating,67,High risk
CUS-02450,149,4,324.82,2,3,3,233,At Risk,40,Medium risk
CUS-02451,441,1,48.31,1,1,1,111,Hibernating,77,High risk
CUS-02452,96,9,1273.73,3,5,5,355,High-Value Customers,18,Low risk
CUS-02453,68,15,1663.94,4,5,5,455,High-Value Customers,5,Low risk
CUS-02454,51,9,736.28,4,5,5,455,High-Value Customers,13,Low risk
CUS-02455,463,4,269.14,1,3,3,133,At Risk,57,Medium risk
CUS-02456,269,3,340.41,2,2,3,223,Hibernating,57,Medium risk
CUS-02457,70,7,400.43,4,4,4,444,Champions,13,Low risk
CUS-02458,86,2,134.99,3,1,2,312,Potential Loyalists,5,Low risk
CUS-02459,489,1,151.58,1,1,2,112,Hibernating,85,High risk
CUS-02460,87,2,191.03,3,1,2,312,Potential Loyalists,5,Low risk
CUS-02461,74,7,709.59,4,4,5,445,High-Value Customers,35,Medium risk
CUS-02462,195,3,264.42,2,2,3,223,Hibernating,54,Medium risk
CUS-02463,50,5,354.37,4,3,3,433,Potential Loyalists,5,Low risk
CUS-02464,25,3,202.98,5,2,2,522,Potential Loyalists,5,Low risk
CUS-02465,102,2,81.7,3,1,1,311,Potential Loyalists,18,Low risk
CUS-02466,214,7,467.93,2,4,4,244,At Risk,52,Medium risk
CUS-02467,71,7,507.58000000000004,4,4,4,444,Champions,5,Low risk
CUS-02468,164,15,1218.66,2,5,5,255,High-Value Customers,52,Medium risk
CUS-02469,68,2,252.08,4,1,3,413,Potential Loyalists,5,Low risk
CUS-02470,122,22,3318.63,3,5,5,355,High-Value Customers,38,Medium risk
CUS-02471,137,10,1666.29,3,5,5,355,High-Value Customers,45,Medium risk
CUS-02472,76,4,281.08,4,3,3,433,Potential Loyalists,20,Low risk
CUS-02473,25,7,212.29000000000002,5,4,2,542,Loyal Customers,5,Low risk
CUS-02474,206,4,388.62,2,3,3,233,At Risk,67,High risk
CUS-02475,717,2,238.81,1,1,2,112,Hibernating,92,High risk
CUS-02476,68,5,459.63000000000005,4,3,4,434,Potential Loyalists,23,Low risk
CUS-02477,533,3,220.67000000000002,1,2,2,122,Hibernating,77,High risk
CUS-02478,18,8,324.94,5,5,3,553,Loyal Customers,5,Low risk
CUS-02479,136,2,226.34,3,1,2,312,Potential Loyalists,30,Low risk
CUS-02480,175,7,619.14,2,4,4,244,At Risk,60,Medium risk
CUS-02481,23,2,185.24,5,1,2,512,Potential Loyalists,5,Low risk
CUS-02482,54,4,307.98,4,3,3,433,Discount Seekers,28,Low risk
CUS-02483,40,3,217.48,5,2,2,522,Potential Loyalists,15,Low risk
CUS-02484,304,5,367.59000000000003,2,3,3,233,At Risk,65,High risk
CUS-02485,10,4,205.21,5,3,2,532,Potential Loyalists,20,Low risk
CUS-02486,57,3,141.26,4,2,2,422,Potential Loyalists,5,Low risk
CUS-02487,140,4,443.46999999999997,2,3,4,234,At Risk,45,Medium risk
CUS-02488,76,7,582.63,4,4,4,444,Champions,13,Low risk
CUS-02489,96,5,256.21,3,3,3,333,Discount Seekers,58,Medium risk
CUS-02490,163,14,1091.76,2,5,5,255,High-Value Customers,60,Medium risk
CUS-02491,45,2,90.62,5,1,1,511,Potential Loyalists,20,Low risk
CUS-02492,214,3,196.92,2,2,2,222,Hibernating,44,Medium risk
CUS-02493,56,3,273.57,4,2,3,423,Potential Loyalists,5,Low risk
CUS-02494,143,3,246.03,2,2,2,222,Hibernating,40,Medium risk
CUS-02495,651,2,41.8,1,1,1,111,Hibernating,77,High risk
CUS-02496,71,2,111.16,4,1,1,411,Potential Loyalists,20,Low risk
CUS-02497,60,5,262.36,4,3,3,433,Discount Seekers,21,Low risk
CUS-02498,285,4,450.14,2,3,4,234,At Risk,72,High risk
CUS-02499,116,1,26.72,3,1,1,311,Potential Loyalists,18,Low risk
CUS-02500,756,1,33.39,1,1,1,111,Hibernating,77,High risk
CUS-02501,26,1,28.69,5,1,1,511,Potential Loyalists,5,Low risk
CUS-02502,240,3,162.81,2,2,2,222,Hibernating,69,High risk
CUS-02503,68,3,192.97,4,2,2,422,Potential Loyalists,5,Low risk
CUS-02504,21,5,600.89,5,3,4,534,Potential Loyalists,5,Low risk
