order_id,customer_id,order_date,product_category,revenue,cost,profit,discount_amount,quantity,return_flag,campaign_id,channel,device_type,country
ORD-001804,CUS-00354,2025-10-28,Jackets,114.06,77.14,36.93,14.5,1,0,CMP-048,Affiliate,Mobile,Germany
ORD-001805,CUS-00355,2023-06-16,Jeans,61.59,46.15,15.44,12.84,1,0,CMP-109,TikTok Ads,Mobile,Germany
ORD-001806,CUS-00355,2024-02-25,Jeans,84.03,58.27,25.76,9.95,2,0,CMP-025,Meta Ads,Mobile,Germany
ORD-001807,CUS-00356,2025-09-19,Sportswear,61.67,42.05,19.62,12.1,1,0,CMP-100,Google Search,Desktop,UK
ORD-001808,CUS-00356,2025-12-06,Sportswear,70.74,47.04,23.7,11.79,2,0,CMP-053,Organic Search,Desktop,UK
ORD-001809,CUS-00357,2025-09-16,Shoes,79.16,58.44,20.72,21.6,1,0,CMP-107,Meta Ads,Mobile,Spain
ORD-001810,CUS-00357,2025-11-12,Shoes,226.93,147.02,79.91,26.55,3,0,CMP-037,Organic Search,Mobile,Spain
ORD-001811,CUS-00357,2025-12-01,Sportswear,66.84,43.62,17.58,9.68,1,1,CMP-093,Meta Ads,Mobile,Spain
ORD-001812,CUS-00358,2025-04-27,Jeans,67.9,61.92,5.98,31.98,1,0,CMP-082,TikTok Ads,Mobile,UK
ORD-001813,CUS-00358,2025-06-09,Jeans,66.18,61.3,4.89,32.68,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-001814,CUS-00358,2025-08-09,Dresses,62.35,50.38,11.97,29.25,1,0,CMP-082,TikTok Ads,Mobile,UK
ORD-001815,CUS-00358,2025-08-17,Jeans,61.2,57.92,3.28,32.22,2,0,CMP-053,Organic Search,Mobile,UK
ORD-001816,CUS-00358,2025-08-18,Jackets,64.52,58.09,6.43,32.3,1,0,CMP-057,Display Ads,Mobile,UK
ORD-001817,CUS-00358,2025-08-29,Jeans,101.17,89.8,11.37,43.67,2,0,CMP-029,Email,Mobile,UK
ORD-001818,CUS-00358,2025-09-21,Jeans,41.86,34.32,7.54,13.5,1,0,CMP-082,TikTok Ads,Mobile,UK
ORD-001819,CUS-00358,2025-11-02,Dresses,42.93,33.6,9.32,18.17,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-001820,CUS-00358,2025-11-27,Jeans,54.8,46.22,8.57,19.76,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-001821,CUS-00359,2024-10-30,Dresses,58.85,35.04,23.81,4.87,1,0,CMP-047,Organic Search,Desktop,France
ORD-001822,CUS-00359,2025-01-28,Bags,53.32,30.44,22.88,4.12,1,0,CMP-047,Organic Search,Desktop,France
ORD-001823,CUS-00359,2025-04-30,Jackets,120.51,76.94,43.57,7.73,1,0,CMP-050,Meta Ads,Desktop,France
ORD-001824,CUS-00359,2025-05-15,Dresses,66.55,38.04,28.51,2.62,1,0,CMP-065,Affiliate,Desktop,France
ORD-001825,CUS-00359,2025-09-23,Dresses,85.8,48.28,37.51,1.99,1,0,CMP-047,Organic Search,Desktop,France
ORD-001826,CUS-00359,2025-10-02,Dresses,131.75,74.73,57.03,4.11,2,0,CMP-114,Google Search,Desktop,France
ORD-001827,CUS-00360,2023-07-08,Jeans,133.28,109.53,23.75,43.38,2,0,CMP-120,Google Search,Mobile,Italy
ORD-001828,CUS-00360,2023-07-29,Jackets,105.7,81.19,24.5,29.62,1,0,CMP-070,Organic Search,Mobile,Italy
ORD-001829,CUS-00361,2025-11-28,Shoes,73.59,45.65,27.94,5.11,1,0,CMP-106,Meta Ads,Mobile,France
ORD-001830,CUS-00362,2025-11-19,Shoes,73.75,46.93,26.82,7.16,1,0,CMP-047,Organic Search,Desktop,France
ORD-001831,CUS-00362,2025-11-20,Shoes,144.99,93.13,46.0,15.58,2,1,CMP-106,Meta Ads,Desktop,France
ORD-001832,CUS-00362,2025-11-20,Bags,82.78,51.45,31.33,14.29,1,0,CMP-086,Meta Ads,Desktop,France
ORD-001833,CUS-00363,2024-08-03,Beauty,54.73,25.0,29.72,4.8,2,0,CMP-025,Meta Ads,Mobile,Germany
ORD-001834,CUS-00363,2024-11-27,Shoes,127.92,80.56,47.36,10.98,2,0,CMP-087,Organic Search,Mobile,Germany
ORD-001835,CUS-00363,2025-05-18,Dresses,110.33,75.47,34.86,26.89,2,0,CMP-048,Affiliate,Mobile,Germany
ORD-001836,CUS-00364,2025-10-13,Sportswear,51.44,34.93,16.52,9.83,1,0,CMP-097,Display Ads,Mobile,Poland
ORD-001837,CUS-00365,2025-04-02,Jackets,125.03,83.83,41.19,14.7,1,0,CMP-041,Organic Search,Desktop,Netherlands
ORD-001838,CUS-00365,2025-07-07,Jackets,231.77,152.8,78.97,22.9,2,0,CMP-014,Meta Ads,Desktop,Netherlands
ORD-001839,CUS-00365,2025-07-10,Accessories,37.99,18.31,19.68,2.7,1,0,CMP-093,Meta Ads,Desktop,Netherlands
ORD-001840,CUS-00366,2024-05-13,Accessories,36.44,18.47,17.98,4.59,1,0,CMP-118,Email,Mobile,Italy
ORD-001841,CUS-00366,2024-09-29,Shoes,189.3,122.16,67.14,21.32,2,0,CMP-092,Meta Ads,Mobile,Italy
ORD-001842,CUS-00366,2024-11-22,Jeans,102.46,68.81,33.64,8.54,2,0,CMP-068,Affiliate,Mobile,Italy
ORD-001843,CUS-00366,2024-12-20,Shoes,193.67,119.58,74.09,12.5,3,0,CMP-120,Google Search,Mobile,Italy
ORD-001844,CUS-00366,2024-12-30,Jackets,157.9,103.62,49.26,14.8,1,1,CMP-117,Organic Search,Mobile,Italy
ORD-001845,CUS-00366,2025-01-29,Sportswear,71.2,44.34,26.86,6.58,1,0,CMP-092,Meta Ads,Mobile,Italy
ORD-001846,CUS-00366,2025-02-17,Shoes,72.98,43.88,29.1,2.67,1,0,CMP-070,Organic Search,Mobile,Italy
ORD-001847,CUS-00366,2025-04-28,Shoes,65.4,39.09,26.31,2.0,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-001848,CUS-00366,2025-07-15,Sportswear,53.06,32.23,20.84,3.48,1,0,CMP-118,Email,Mobile,Italy
ORD-001849,CUS-00366,2025-07-17,Beauty,35.09,15.63,19.45,2.14,1,0,CMP-118,Email,Mobile,Italy
ORD-001850,CUS-00366,2025-07-22,Shoes,120.32,75.51,44.8,9.88,1,0,CMP-005,Meta Ads,Mobile,Italy
ORD-001851,CUS-00366,2025-08-05,Jeans,71.29,44.91,26.38,1.14,1,0,CMP-089,TikTok Ads,Mobile,Italy
ORD-001852,CUS-00366,2025-11-28,Shoes,92.53,55.05,37.49,2.38,1,0,CMP-118,Email,Mobile,Italy
ORD-001853,CUS-00367,2024-05-23,Jeans,33.84,22.9,10.94,3.09,1,0,CMP-098,Email,Mobile,UK
ORD-001854,CUS-00367,2024-12-03,Bags,73.25,39.2,34.05,0.72,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001855,CUS-00367,2025-03-21,Bags,90.15,51.97,38.19,7.89,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-001856,CUS-00367,2025-04-10,Jackets,117.64,78.71,38.93,13.54,1,0,CMP-098,Email,Mobile,UK
ORD-001857,CUS-00367,2025-06-24,Bags,76.45,43.07,33.38,4.82,1,0,CMP-033,Affiliate,Mobile,UK
ORD-001858,CUS-00367,2025-07-12,Bags,136.54,74.43,62.11,3.9,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001859,CUS-00367,2025-07-26,Bags,62.36,34.94,27.42,3.56,1,0,CMP-098,Email,Mobile,UK
ORD-001860,CUS-00367,2025-09-19,Bags,153.83,89.59,64.24,15.21,2,0,CMP-033,Affiliate,Mobile,UK
ORD-001861,CUS-00367,2025-09-20,Bags,68.29,38.64,29.65,4.61,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001862,CUS-00367,2025-09-21,Jackets,155.24,94.33,60.91,1.98,1,0,CMP-100,Google Search,Mobile,UK
ORD-001863,CUS-00368,2024-02-18,Jeans,49.2,42.05,7.14,18.63,1,0,CMP-089,TikTok Ads,Mobile,Italy
ORD-001864,CUS-00368,2024-03-04,Jeans,87.52,58.67,28.85,7.11,1,0,CMP-070,Organic Search,Mobile,Italy
ORD-001865,CUS-00368,2024-03-16,Accessories,27.9,16.22,11.68,8.14,1,0,CMP-092,Meta Ads,Mobile,Italy
ORD-001866,CUS-00368,2024-03-19,Jeans,73.11,62.38,10.72,27.51,1,0,CMP-120,Google Search,Mobile,Italy
ORD-001867,CUS-00368,2024-05-30,Bags,92.09,55.74,36.35,13.08,1,0,CMP-120,Google Search,Mobile,Italy
ORD-001868,CUS-00369,2025-12-12,Dresses,107.85,65.75,42.1,11.69,1,0,CMP-081,Google Search,Mobile,Netherlands
ORD-001869,CUS-00369,2025-12-12,Jackets,176.48,119.52,56.96,22.72,2,0,CMP-013,Affiliate,Mobile,Netherlands
ORD-001870,CUS-00370,2025-06-05,Shoes,61.27,47.9,13.37,21.32,1,0,CMP-082,TikTok Ads,Mobile,UK
ORD-001871,CUS-00370,2025-08-18,Sportswear,145.6,113.28,26.24,53.15,3,1,CMP-033,Affiliate,Mobile,UK
ORD-001872,CUS-00370,2025-09-07,Sportswear,63.08,45.34,13.79,16.47,1,1,CMP-100,Google Search,Mobile,UK
ORD-001873,CUS-00370,2025-10-01,Bags,82.89,56.45,18.33,23.62,1,1,CMP-033,Affiliate,Mobile,UK
ORD-001874,CUS-00371,2023-03-30,Jeans,48.68,37.66,11.01,12.07,1,0,CMP-098,Email,Desktop,Poland
ORD-001875,CUS-00371,2023-04-10,Beauty,23.95,11.9,12.04,4.39,1,0,CMP-046,Affiliate,Desktop,Poland
ORD-001876,CUS-00371,2023-08-03,Jeans,57.79,45.92,11.87,16.27,1,0,CMP-032,Google Search,Desktop,Poland
ORD-001877,CUS-00371,2023-08-05,Jeans,45.81,32.03,13.78,5.85,1,0,CMP-077,Organic Search,Desktop,Poland
ORD-001878,CUS-00371,2023-10-13,Jeans,48.24,36.23,12.01,10.19,1,0,CMP-032,Google Search,Desktop,Poland
ORD-001879,CUS-00371,2023-11-03,Beauty,48.02,22.21,25.81,4.86,1,0,CMP-101,Display Ads,Desktop,Poland
ORD-001880,CUS-00371,2024-04-13,Jeans,42.1,31.54,10.56,8.77,1,0,CMP-029,Email,Desktop,Poland
ORD-001881,CUS-00371,2024-07-28,Dresses,89.14,53.87,35.27,8.8,1,0,CMP-108,Email,Desktop,Poland
ORD-001882,CUS-00371,2024-10-07,Bags,77.93,53.32,24.61,22.67,1,0,CMP-018,Meta Ads,Desktop,Poland
ORD-001883,CUS-00372,2024-01-21,Sportswear,44.83,27.69,17.14,3.75,1,0,CMP-078,Meta Ads,Mobile,Spain
ORD-001884,CUS-00372,2024-07-21,Beauty,21.72,10.12,11.61,2.37,1,0,CMP-066,Google Search,Mobile,Spain
ORD-001885,CUS-00372,2024-12-11,Sportswear,74.65,44.79,29.86,3.92,1,0,CMP-108,Email,Mobile,Spain
ORD-001886,CUS-00372,2025-01-08,Sportswear,73.27,43.01,30.26,2.18,1,0,CMP-085,Email,Mobile,Spain
ORD-001887,CUS-00372,2025-03-01,Sportswear,107.85,62.58,45.27,1.94,2,0,CMP-037,Organic Search,Mobile,Spain
ORD-001888,CUS-00372,2025-05-10,Sportswear,62.11,36.34,25.77,1.64,1,0,CMP-076,Email,Mobile,Spain
ORD-001889,CUS-00372,2025-07-10,Sportswear,41.69,26.77,14.92,5.28,1,0,CMP-043,Affiliate,Mobile,Spain
ORD-001890,CUS-00372,2025-08-05,Dresses,89.9,49.74,40.16,0.54,1,0,CMP-066,Google Search,Mobile,Spain
ORD-001891,CUS-00373,2023-12-23,Bags,262.7,153.51,102.2,26.95,3,1,CMP-108,Email,Mobile,France
ORD-001892,CUS-00373,2024-06-26,Shoes,132.84,84.45,48.38,12.77,1,0,CMP-108,Email,Mobile,France
ORD-001893,CUS-00373,2024-10-04,Shoes,105.13,68.82,36.31,13.52,2,0,CMP-047,Organic Search,Mobile,France
ORD-001894,CUS-00373,2025-01-01,Shoes,115.21,72.89,42.32,10.47,1,0,CMP-108,Email,Mobile,France
ORD-001895,CUS-00373,2025-03-13,Beauty,44.94,19.48,25.46,1.44,2,0,CMP-047,Organic Search,Mobile,France
ORD-001896,CUS-00373,2025-03-22,Shoes,160.81,102.43,58.38,15.79,2,0,CMP-006,Affiliate,Mobile,France
ORD-001897,CUS-00373,2025-04-04,Shoes,66.95,43.61,17.88,8.24,1,1,CMP-106,Meta Ads,Mobile,France
ORD-001898,CUS-00373,2025-05-15,Bags,107.38,58.31,49.07,2.64,1,0,CMP-106,Meta Ads,Mobile,France
ORD-001899,CUS-00373,2025-08-05,Jeans,62.22,39.51,14.66,1.51,1,1,CMP-113,Google Search,Mobile,France
ORD-001900,CUS-00374,2024-06-29,Jeans,105.36,75.55,29.81,16.49,3,0,CMP-034,Email,Mobile,Poland
ORD-001901,CUS-00374,2024-07-10,Jeans,82.73,54.14,28.6,4.58,1,0,CMP-108,Email,Mobile,Poland
ORD-001902,CUS-00374,2024-08-23,Sportswear,48.71,28.49,13.1,1.28,1,1,CMP-046,Affiliate,Mobile,Poland
ORD-001903,CUS-00374,2025-04-30,Dresses,74.2,43.89,30.31,5.6,1,0,CMP-077,Organic Search,Mobile,Poland
ORD-001904,CUS-00374,2025-05-29,Sportswear,52.16,33.41,18.75,6.45,1,0,CMP-032,Google Search,Mobile,Poland
ORD-001905,CUS-00374,2025-09-07,Sportswear,195.68,129.38,60.65,31.3,3,1,CMP-018,Meta Ads,Mobile,Poland
ORD-001906,CUS-00374,2025-10-17,Jackets,235.15,165.66,69.48,40.96,3,0,CMP-038,TikTok Ads,Mobile,Poland
ORD-001907,CUS-00375,2024-09-22,Bags,141.65,80.85,55.46,10.88,1,1,CMP-042,Google Search,Mobile,Germany
ORD-001908,CUS-00375,2024-10-14,Accessories,81.66,38.94,42.72,4.88,2,0,CMP-083,Email,Mobile,Germany
ORD-001909,CUS-00375,2025-03-30,Dresses,83.51,48.93,31.8,5.46,1,1,CMP-062,TikTok Ads,Mobile,Germany
ORD-001910,CUS-00375,2025-04-04,Dresses,87.98,50.03,37.94,2.99,2,0,CMP-073,Organic Search,Mobile,Germany
ORD-001911,CUS-00375,2025-04-17,Jackets,152.36,93.21,59.15,2.99,1,0,CMP-083,Email,Mobile,Germany
ORD-001912,CUS-00375,2025-04-26,Jackets,113.89,71.36,42.53,5.04,1,0,CMP-054,Google Search,Mobile,Germany
ORD-001913,CUS-00375,2025-05-06,Jackets,114.03,73.5,40.53,8.47,1,0,CMP-054,Google Search,Mobile,Germany
ORD-001914,CUS-00375,2025-06-03,Jackets,110.05,67.8,42.25,2.95,1,0,CMP-073,Organic Search,Mobile,Germany
ORD-001915,CUS-00375,2025-06-27,Jackets,113.65,71.16,42.48,4.96,1,0,CMP-087,Organic Search,Mobile,Germany
ORD-001916,CUS-00375,2025-07-06,Jackets,230.42,148.45,81.96,17.01,2,0,CMP-087,Organic Search,Mobile,Germany
ORD-001917,CUS-00375,2025-07-24,Accessories,38.83,18.14,20.69,1.48,1,0,CMP-073,Organic Search,Mobile,Germany
ORD-001918,CUS-00375,2025-08-12,Jackets,140.27,84.43,55.84,0.45,1,0,CMP-087,Organic Search,Mobile,Germany
ORD-001919,CUS-00375,2025-09-06,Jackets,194.34,120.77,69.21,6.93,2,1,CMP-063,Affiliate,Mobile,Germany
ORD-001920,CUS-00375,2025-09-20,Dresses,98.56,55.15,40.67,1.7,1,1,CMP-048,Affiliate,Mobile,Germany
ORD-001921,CUS-00375,2025-09-26,Jackets,115.19,69.67,45.52,0.93,1,0,CMP-022,Email,Mobile,Germany
ORD-001922,CUS-00375,2025-10-19,Jackets,254.99,153.6,101.39,1.01,2,0,CMP-045,Meta Ads,Mobile,Germany
ORD-001923,CUS-00376,2024-04-22,Jeans,75.49,47.41,28.08,0.97,1,0,CMP-087,Organic Search,Mobile,Germany
ORD-001924,CUS-00376,2024-08-06,Dresses,75.05,43.22,31.83,3.54,1,0,CMP-083,Email,Mobile,Germany
ORD-001925,CUS-00376,2024-12-12,Jeans,56.47,40.37,16.11,8.63,1,0,CMP-063,Affiliate,Mobile,Germany
ORD-001926,CUS-00376,2025-03-14,Jeans,52.01,32.67,19.34,0.68,1,0,CMP-022,Email,Mobile,Germany
ORD-001927,CUS-00376,2025-06-09,Jeans,159.39,104.08,52.54,8.49,2,1,CMP-109,TikTok Ads,Mobile,Germany
ORD-001928,CUS-00376,2025-07-22,Jeans,149.55,99.78,49.77,11.38,2,0,CMP-083,Email,Mobile,Germany
ORD-001929,CUS-00376,2025-11-10,Jeans,68.03,50.04,17.99,12.68,1,0,CMP-083,Email,Mobile,Germany
ORD-001930,CUS-00377,2025-12-06,Accessories,73.71,40.15,33.55,15.52,2,0,CMP-076,Email,Desktop,Germany
ORD-001931,CUS-00377,2025-12-06,Beauty,62.17,27.67,34.5,3.71,2,0,CMP-085,Email,Desktop,Germany
ORD-001932,CUS-00377,2025-12-06,Bags,87.89,58.6,29.29,22.67,1,0,CMP-031,Meta Ads,Desktop,Germany
ORD-001933,CUS-00378,2025-03-06,Sportswear,45.3,39.59,5.72,24.15,1,0,CMP-039,TikTok Ads,Mobile,Netherlands
ORD-001934,CUS-00378,2025-08-25,Sportswear,51.85,38.54,13.32,15.76,1,0,CMP-115,Email,Mobile,Netherlands
ORD-001935,CUS-00378,2025-09-08,Sportswear,56.4,39.79,16.61,13.41,1,0,CMP-035,Meta Ads,Mobile,Netherlands
ORD-001936,CUS-00379,2025-02-16,Shoes,83.54,49.63,33.92,2.02,1,0,CMP-050,Meta Ads,Mobile,France
ORD-001937,CUS-00379,2025-03-20,Jeans,75.64,47.18,28.46,0.46,1,0,CMP-006,Affiliate,Mobile,France
ORD-001938,CUS-00379,2025-04-18,Sportswear,62.08,36.2,25.87,1.44,1,0,CMP-108,Email,Mobile,France
ORD-001939,CUS-00379,2025-05-12,Shoes,89.97,52.89,37.08,1.22,1,0,CMP-108,Email,Mobile,France
ORD-001940,CUS-00379,2025-06-05,Jackets,163.68,98.6,65.08,0.65,1,0,CMP-113,Google Search,Mobile,France
ORD-001941,CUS-00379,2025-06-06,Bags,117.93,66.5,51.43,7.55,2,0,CMP-006,Affiliate,Mobile,France
ORD-001942,CUS-00379,2025-06-10,Shoes,100.5,61.47,35.85,5.47,1,1,CMP-113,Google Search,Mobile,France
ORD-001943,CUS-00379,2025-06-10,Shoes,56.57,33.24,23.32,0.75,1,0,CMP-108,Email,Mobile,France
ORD-001944,CUS-00379,2025-06-28,Shoes,134.15,80.19,53.97,4.1,2,0,CMP-050,Meta Ads,Mobile,France
ORD-001945,CUS-00379,2025-08-14,Dresses,247.97,144.98,102.99,15.63,3,0,CMP-113,Google Search,Mobile,France
ORD-001946,CUS-00379,2025-08-14,Beauty,42.55,19.4,23.15,3.65,1,0,CMP-006,Affiliate,Mobile,France
ORD-001947,CUS-00379,2025-08-26,Sportswear,117.64,72.76,44.89,10.0,2,0,CMP-108,Email,Mobile,France
ORD-001948,CUS-00380,2024-05-11,Dresses,77.28,45.96,23.7,6.29,1,1,CMP-118,Email,Mobile,Italy
ORD-001949,CUS-00380,2024-07-31,Dresses,63.23,37.66,25.57,5.24,1,0,CMP-069,Affiliate,Mobile,Italy
ORD-001950,CUS-00380,2024-08-23,Dresses,60.92,36.33,24.59,5.13,1,0,CMP-120,Google Search,Mobile,Italy
ORD-001951,CUS-00380,2024-10-16,Dresses,66.18,38.61,20.27,4.01,1,1,CMP-120,Google Search,Mobile,Italy
ORD-001952,CUS-00380,2024-10-22,Jeans,41.73,27.95,6.51,3.35,1,1,CMP-118,Email,Mobile,Italy
ORD-001953,CUS-00380,2024-12-26,Bags,54.14,33.25,20.89,8.59,1,0,CMP-070,Organic Search,Mobile,Italy
ORD-001954,CUS-00380,2025-02-14,Dresses,59.69,38.79,20.9,10.84,1,0,CMP-069,Affiliate,Mobile,Italy
ORD-001955,CUS-00380,2025-06-01,Dresses,77.62,46.99,30.64,7.81,1,0,CMP-120,Google Search,Mobile,Italy
ORD-001956,CUS-00380,2025-06-18,Accessories,160.21,78.8,81.41,14.9,3,0,CMP-092,Meta Ads,Mobile,Italy
ORD-001957,CUS-00380,2025-10-07,Dresses,55.56,34.37,17.01,6.93,1,1,CMP-069,Affiliate,Mobile,Italy
ORD-001958,CUS-00380,2025-10-13,Dresses,85.39,49.1,29.8,3.88,1,1,CMP-120,Google Search,Mobile,Italy
ORD-001959,CUS-00381,2024-03-27,Jeans,97.18,65.96,23.05,9.21,1,1,CMP-031,Meta Ads,Desktop,Germany
ORD-001960,CUS-00381,2024-09-22,Shoes,279.06,166.18,112.88,7.46,2,0,CMP-085,Email,Desktop,Germany
ORD-001961,CUS-00381,2025-01-27,Shoes,70.07,45.77,17.61,8.84,1,1,CMP-031,Meta Ads,Desktop,Germany
ORD-001962,CUS-00381,2025-03-23,Shoes,123.84,75.07,48.77,5.59,1,0,CMP-103,Organic Search,Desktop,Germany
ORD-001963,CUS-00381,2025-04-03,Shoes,66.81,39.65,27.16,1.55,1,0,CMP-085,Email,Desktop,Germany
ORD-001964,CUS-00381,2025-06-14,Shoes,99.42,58.52,40.89,1.49,1,0,CMP-076,Email,Desktop,Germany
ORD-001965,CUS-00381,2025-06-17,Sportswear,94.66,60.55,34.12,11.56,2,0,CMP-076,Email,Desktop,Germany
ORD-001966,CUS-00381,2025-09-07,Shoes,75.79,49.12,22.13,8.89,1,1,CMP-076,Email,Desktop,Germany
ORD-001967,CUS-00381,2025-09-13,Shoes,69.68,43.53,26.15,5.37,1,0,CMP-099,TikTok Ads,Desktop,Germany
ORD-001968,CUS-00381,2025-09-25,Shoes,56.99,37.23,19.75,7.21,1,0,CMP-103,Organic Search,Desktop,Germany
ORD-001969,CUS-00381,2025-10-28,Shoes,254.52,150.33,104.19,4.67,3,0,CMP-076,Email,Desktop,Germany
ORD-001970,CUS-00382,2024-06-11,Accessories,35.19,17.05,18.14,2.71,1,0,CMP-098,Email,Desktop,Spain
ORD-001971,CUS-00382,2024-10-04,Beauty,32.33,15.46,16.87,4.47,1,0,CMP-078,Meta Ads,Desktop,Spain
ORD-001972,CUS-00382,2024-12-18,Beauty,27.15,11.92,15.22,1.24,1,0,CMP-109,TikTok Ads,Desktop,Spain
ORD-001973,CUS-00382,2025-06-22,Accessories,35.15,18.54,16.61,6.05,1,0,CMP-055,TikTok Ads,Desktop,Spain
ORD-001974,CUS-00382,2025-09-16,Accessories,23.86,12.16,11.7,3.16,1,0,CMP-095,Affiliate,Desktop,Spain
ORD-001975,CUS-00382,2025-11-14,Accessories,55.22,25.08,30.14,0.52,1,0,CMP-035,Meta Ads,Desktop,Spain
ORD-001976,CUS-00383,2025-07-13,Bags,80.99,45.45,35.55,4.76,1,0,CMP-083,Email,Mobile,Germany
ORD-001977,CUS-00383,2025-08-02,Sportswear,98.12,59.73,38.39,6.67,2,0,CMP-023,Meta Ads,Mobile,Germany
ORD-001978,CUS-00383,2025-08-28,Bags,242.08,128.99,113.08,1.31,2,0,CMP-022,Email,Mobile,Germany
ORD-001979,CUS-00383,2025-11-28,Bags,311.07,178.38,132.7,25.48,3,0,CMP-016,Organic Search,Mobile,Germany
ORD-001980,CUS-00383,2025-12-02,Bags,261.36,141.08,120.28,4.84,2,0,CMP-087,Organic Search,Mobile,Germany
ORD-001981,CUS-00384,2024-04-26,Dresses,96.44,56.22,40.22,5.78,2,0,CMP-053,Organic Search,Mobile,UK
ORD-001982,CUS-00384,2025-01-22,Shoes,62.2,40.77,21.43,8.09,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001983,CUS-00384,2025-04-10,Shoes,69.7,45.47,19.78,8.69,1,1,CMP-049,Google Search,Mobile,UK
ORD-001984,CUS-00384,2025-10-07,Shoes,100.7,61.18,39.52,4.78,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001985,CUS-00384,2025-11-17,Shoes,82.95,56.45,26.5,14.38,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-001986,CUS-00384,2025-11-23,Shoes,64.02,40.89,23.12,6.49,1,0,CMP-049,Google Search,Mobile,UK
ORD-001987,CUS-00384,2025-12-08,Shoes,56.36,36.72,19.64,6.94,1,0,CMP-033,Affiliate,Mobile,UK
ORD-001988,CUS-00385,2025-11-19,Beauty,27.07,12.91,14.16,3.67,1,0,CMP-092,Meta Ads,Mobile,Italy
ORD-001989,CUS-00385,2025-12-20,Beauty,26.68,13.02,13.66,4.32,1,0,CMP-118,Email,Mobile,Italy
ORD-001990,CUS-00386,2025-08-21,Shoes,45.27,37.24,4.4,18.94,1,1,CMP-075,Email,Mobile,Poland
ORD-001991,CUS-00386,2025-09-03,Jeans,117.28,97.65,19.64,40.21,3,0,CMP-032,Google Search,Mobile,Poland
ORD-001992,CUS-00386,2025-09-15,Shoes,53.38,48.01,5.37,29.39,1,0,CMP-032,Google Search,Mobile,Poland
ORD-001993,CUS-00386,2025-09-21,Sportswear,46.83,38.71,8.12,21.08,1,0,CMP-111,TikTok Ads,Mobile,Poland
ORD-001994,CUS-00386,2025-09-23,Jackets,89.0,72.6,16.4,32.0,1,0,CMP-105,Meta Ads,Mobile,Poland
ORD-001995,CUS-00386,2025-10-14,Shoes,82.92,59.93,18.36,20.42,1,1,CMP-077,Organic Search,Mobile,Poland
ORD-001996,CUS-00386,2025-10-16,Shoes,65.56,51.33,14.23,22.95,1,0,CMP-097,Display Ads,Mobile,Poland
ORD-001997,CUS-00386,2025-11-16,Shoes,70.47,59.59,10.88,32.27,1,0,CMP-038,TikTok Ads,Mobile,Poland
ORD-001998,CUS-00387,2025-12-14,Shoes,90.53,55.42,35.11,5.02,1,0,CMP-053,Organic Search,Mobile,UK
ORD-001999,CUS-00387,2025-12-14,Bags,256.31,146.66,109.65,20.41,3,0,CMP-053,Organic Search,Mobile,UK
ORD-002000,CUS-00387,2025-12-14,Shoes,107.5,67.64,39.85,9.13,2,0,CMP-093,Meta Ads,Mobile,UK
ORD-002001,CUS-00387,2025-12-14,Shoes,59.77,36.56,20.69,3.26,1,1,CMP-093,Meta Ads,Mobile,UK
ORD-002002,CUS-00388,2024-09-03,Jeans,153.45,112.3,41.15,27.68,2,0,CMP-053,Organic Search,Mobile,UK
ORD-002003,CUS-00388,2025-03-02,Jeans,166.51,116.51,50.0,21.4,2,0,CMP-053,Organic Search,Mobile,UK
ORD-002004,CUS-00389,2024-02-24,Accessories,40.32,19.33,20.99,2.64,1,0,CMP-082,TikTok Ads,Mobile,Spain
ORD-002005,CUS-00389,2024-04-15,Accessories,26.58,14.18,12.4,4.94,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-002006,CUS-00389,2024-07-11,Accessories,62.5,30.06,32.43,4.31,2,0,CMP-015,Email,Mobile,Spain
ORD-002007,CUS-00389,2024-09-16,Bags,90.69,53.07,37.62,9.44,1,0,CMP-029,Email,Mobile,Spain
ORD-002008,CUS-00389,2024-12-22,Accessories,31.54,16.5,15.04,5.13,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-002009,CUS-00389,2024-12-25,Accessories,31.16,15.83,15.34,4.01,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-002010,CUS-00389,2025-03-26,Accessories,41.41,19.29,22.11,1.47,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-002011,CUS-00389,2025-04-16,Accessories,49.44,24.11,25.33,4.13,1,0,CMP-118,Email,Mobile,Spain
ORD-002012,CUS-00389,2025-05-28,Shoes,94.72,56.51,38.2,2.72,1,0,CMP-094,Email,Mobile,Spain
ORD-002013,CUS-00390,2024-08-17,Dresses,57.98,36.57,21.41,8.51,1,0,CMP-118,Email,Mobile,Italy
