customer_id,age_group,gender,country,customer_type,acquisition_channel,signup_date,product_category_preference,device_type,latent_business_profile
CUS-01056,35-44,Female,France,Returning,Organic Search,2024-02-01,Dresses,Mobile,Loyal Customers
CUS-01057,45-54,Female,Netherlands,Returning,Organic Search,2024-02-06,Sportswear,Mobile,Champions
CUS-01058,25-34,Male,UK,Returning,Meta Ads,2025-02-18,Shoes,Tablet,Loyal Customers
CUS-01059,35-44,Male,Germany,Returning,Meta Ads,2025-02-02,Jeans,Mobile,Loyal Customers
CUS-01060,18-24,Male,Germany,Returning,Meta Ads,2023-06-23,Shoes,Mobile,Potential Loyalists
CUS-01061,25-34,Female,Netherlands,Returning,Organic Search,2023-07-23,Bags,Mobile,Champions
CUS-01062,35-44,Female,Germany,Returning,Google Search,2023-10-27,Sportswear,Mobile,Potential Loyalists
CUS-01063,25-34,Male,France,Returning,TikTok Ads,2024-06-28,Dresses,Mobile,Loyal Customers
CUS-01064,18-24,Female,Italy,Returning,TikTok Ads,2024-02-21,Accessories,Desktop,Potential Loyalists
CUS-01065,25-34,Female,France,Returning,Meta Ads,2024-11-14,Shoes,Mobile,Potential Loyalists
CUS-01066,55+,Female,UK,Returning,Organic Search,2023-08-27,Sportswear,Desktop,Potential Loyalists
CUS-01067,35-44,Female,Spain,Returning,Google Search,2024-07-16,Beauty,Tablet,Potential Loyalists
CUS-01068,35-44,Female,Germany,Returning,Meta Ads,2023-12-11,Shoes,Desktop,Champions
CUS-01069,55+,Female,Italy,Returning,Email,2023-10-11,Shoes,Mobile,Champions
CUS-01070,35-44,Male,France,Returning,Email,2024-07-14,Jeans,Mobile,Loyal Customers
CUS-01071,18-24,Male,Poland,Returning,Google Search,2024-12-26,Accessories,Mobile,Hibernating
CUS-01072,35-44,Male,Spain,Returning,Affiliate,2023-10-21,Bags,Desktop,High-Value Customers
CUS-01073,25-34,Female,Poland,Returning,Affiliate,2023-12-12,Dresses,Mobile,Discount Seekers
CUS-01074,25-34,Male,Germany,New,TikTok Ads,2025-06-13,Beauty,Mobile,New Customers
CUS-01075,35-44,Female,Spain,New,Google Search,2025-11-10,Shoes,Desktop,New Customers
CUS-01076,35-44,Female,Italy,Returning,Google Search,2024-05-23,Sportswear,Mobile,Potential Loyalists
CUS-01077,25-34,Male,France,Returning,TikTok Ads,2024-01-01,Accessories,Mobile,Hibernating
CUS-01078,45-54,Female,Poland,Returning,Organic Search,2024-03-14,Jeans,Mobile,Hibernating
CUS-01079,35-44,Male,Germany,Returning,Meta Ads,2023-12-22,Jeans,Mobile,Discount Seekers
CUS-01080,35-44,Female,France,Returning,Affiliate,2023-10-03,Sportswear,Tablet,Discount Seekers
CUS-01081,25-34,Female,Italy,New,Google Search,2025-06-18,Beauty,Mobile,New Customers
CUS-01082,35-44,Female,UK,Returning,Google Search,2023-05-21,Shoes,Mobile,Hibernating
CUS-01083,18-24,Female,Netherlands,Returning,Organic Search,2024-08-18,Jeans,Mobile,Hibernating
CUS-01084,18-24,Male,Netherlands,Returning,TikTok Ads,2023-11-14,Beauty,Mobile,Potential Loyalists
CUS-01085,25-34,Female,Germany,Returning,Email,2024-06-08,Jeans,Mobile,Discount Seekers
CUS-01086,35-44,Male,France,Returning,Email,2023-04-12,Shoes,Desktop,Champions
CUS-01087,35-44,Female,Germany,Returning,Display Ads,2024-11-15,Jackets,Mobile,High-Value Customers
CUS-01088,18-24,Non-binary/Other,Netherlands,Returning,Google Search,2023-01-04,Jeans,Mobile,Hibernating
CUS-01089,35-44,Female,Germany,Returning,Email,2023-03-24,Shoes,Desktop,Champions
CUS-01090,18-24,Male,Germany,Returning,TikTok Ads,2023-05-19,Dresses,Mobile,At Risk
CUS-01091,18-24,Female,Germany,Returning,Email,2024-06-21,Shoes,Desktop,Champions
CUS-01092,35-44,Female,Germany,Returning,Email,2024-01-01,Accessories,Mobile,Hibernating
CUS-01093,25-34,Male,Netherlands,Returning,Meta Ads,2023-10-04,Beauty,Tablet,Hibernating
CUS-01094,18-24,Female,Spain,Returning,Affiliate,2023-02-12,Jeans,Tablet,At Risk
CUS-01095,25-34,Male,Poland,Returning,Affiliate,2023-08-07,Shoes,Mobile,Discount Seekers
CUS-01096,18-24,Male,Poland,Returning,Email,2024-12-08,Sportswear,Mobile,Champions
CUS-01097,55+,Male,Spain,Returning,Organic Search,2024-06-23,Sportswear,Mobile,Potential Loyalists
CUS-01098,18-24,Female,France,Returning,Meta Ads,2023-07-01,Accessories,Mobile,Potential Loyalists
CUS-01099,18-24,Male,Germany,Returning,Organic Search,2025-01-29,Sportswear,Mobile,Champions
CUS-01100,35-44,Female,UK,New,Google Search,2025-08-29,Shoes,Mobile,New Customers
CUS-01101,18-24,Male,Germany,Returning,Meta Ads,2024-02-22,Shoes,Mobile,Loyal Customers
CUS-01102,25-34,Male,France,Returning,Meta Ads,2025-08-03,Shoes,Mobile,Potential Loyalists
CUS-01103,35-44,Female,Netherlands,New,TikTok Ads,2025-12-07,Accessories,Mobile,New Customers
CUS-01104,55+,Female,France,Returning,Organic Search,2023-09-27,Shoes,Mobile,Discount Seekers
CUS-01105,25-34,Female,Spain,Returning,Google Search,2023-08-02,Shoes,Mobile,Potential Loyalists
CUS-01106,55+,Female,France,Returning,Organic Search,2024-03-11,Dresses,Mobile,Discount Seekers
CUS-01107,35-44,Female,Spain,New,Display Ads,2025-06-24,Sportswear,Mobile,New Customers
CUS-01108,45-54,Female,France,Returning,Google Search,2024-11-19,Sportswear,Desktop,Potential Loyalists
CUS-01109,55+,Female,Poland,New,Meta Ads,2025-08-26,Shoes,Mobile,New Customers
CUS-01110,25-34,Female,Germany,Returning,Meta Ads,2024-03-31,Beauty,Desktop,Potential Loyalists
CUS-01111,35-44,Female,UK,Returning,Affiliate,2023-05-30,Shoes,Mobile,Loyal Customers
CUS-01112,55+,Female,UK,New,Google Search,2025-07-20,Sportswear,Desktop,New Customers
CUS-01113,55+,Non-binary/Other,Germany,Returning,Affiliate,2023-12-28,Shoes,Mobile,Loyal Customers
CUS-01114,18-24,Male,Germany,Returning,Organic Search,2023-11-12,Beauty,Mobile,Potential Loyalists
CUS-01115,55+,Male,France,New,Meta Ads,2025-06-12,Shoes,Mobile,New Customers
CUS-01116,55+,Female,UK,Returning,Affiliate,2025-07-22,Shoes,Mobile,Potential Loyalists
CUS-01117,25-34,Female,Italy,Returning,TikTok Ads,2023-12-16,Shoes,Tablet,Hibernating
CUS-01118,18-24,Female,UK,Returning,Email,2024-05-09,Dresses,Mobile,Loyal Customers
CUS-01119,45-54,Female,Italy,Returning,Meta Ads,2024-07-27,Shoes,Desktop,High-Value Customers
CUS-01120,35-44,Female,Germany,Returning,Meta Ads,2023-03-06,Jeans,Mobile,Hibernating
CUS-01121,25-34,Non-binary/Other,France,Returning,Meta Ads,2023-08-23,Dresses,Mobile,High-Value Customers
CUS-01122,45-54,Female,Netherlands,Returning,Google Search,2025-01-13,Dresses,Mobile,Discount Seekers
CUS-01123,35-44,Female,Poland,Returning,Meta Ads,2024-04-26,Shoes,Mobile,Loyal Customers
CUS-01124,35-44,Male,France,New,Email,2025-06-25,Sportswear,Mobile,New Customers
CUS-01125,18-24,Male,Germany,Returning,Organic Search,2024-02-03,Accessories,Desktop,Loyal Customers
CUS-01126,25-34,Female,Spain,Returning,Email,2024-01-05,Shoes,Mobile,Hibernating
CUS-01127,25-34,Female,Italy,Returning,Google Search,2023-07-03,Jeans,Mobile,At Risk
CUS-01128,35-44,Male,Germany,Returning,TikTok Ads,2024-01-16,Accessories,Mobile,Loyal Customers
CUS-01129,35-44,Female,France,Returning,Google Search,2023-12-01,Jeans,Mobile,Discount Seekers
CUS-01130,18-24,Female,France,Returning,Affiliate,2025-03-13,Accessories,Mobile,Loyal Customers
CUS-01131,45-54,Female,Spain,New,Meta Ads,2025-06-11,Accessories,Desktop,New Customers
CUS-01132,18-24,Female,France,Returning,Email,2024-02-09,Accessories,Mobile,Hibernating
CUS-01133,35-44,Female,Spain,Returning,Email,2024-08-10,Shoes,Mobile,Champions
CUS-01134,45-54,Male,Germany,Returning,Email,2024-10-06,Shoes,Desktop,At Risk
CUS-01135,25-34,Female,Italy,Returning,Organic Search,2024-12-02,Beauty,Desktop,Hibernating
CUS-01136,25-34,Male,Germany,Returning,Google Search,2024-08-13,Sportswear,Mobile,Champions
CUS-01137,18-24,Female,France,New,Meta Ads,2025-10-01,Sportswear,Mobile,New Customers
CUS-01138,25-34,Female,Spain,Returning,Affiliate,2023-09-12,Shoes,Desktop,Loyal Customers
CUS-01139,18-24,Female,Poland,Returning,Meta Ads,2023-01-05,Dresses,Mobile,At Risk
CUS-01140,55+,Female,Spain,Returning,TikTok Ads,2024-02-12,Accessories,Mobile,Loyal Customers
CUS-01141,55+,Female,Spain,Returning,Google Search,2025-07-13,Jeans,Mobile,Discount Seekers
CUS-01142,35-44,Male,Spain,Returning,Email,2025-01-30,Shoes,Mobile,Discount Seekers
CUS-01143,25-34,Female,France,Returning,Meta Ads,2023-02-20,Accessories,Mobile,Loyal Customers
CUS-01144,25-34,Male,Poland,Returning,Meta Ads,2023-06-04,Shoes,Tablet,Potential Loyalists
CUS-01145,25-34,Male,Italy,Returning,Organic Search,2024-10-31,Dresses,Mobile,At Risk
CUS-01146,18-24,Male,Germany,Returning,TikTok Ads,2023-09-07,Jeans,Mobile,Hibernating
CUS-01147,25-34,Male,France,New,Google Search,2025-08-16,Shoes,Mobile,New Customers
CUS-01148,35-44,Male,UK,Returning,Email,2024-04-02,Shoes,Mobile,Loyal Customers
CUS-01149,55+,Male,Germany,Returning,TikTok Ads,2024-08-26,Accessories,Tablet,Loyal Customers
CUS-01150,35-44,Male,Spain,Returning,Email,2023-03-23,Jackets,Mobile,High-Value Customers
CUS-01151,25-34,Male,France,New,Affiliate,2025-07-28,Sportswear,Desktop,New Customers
CUS-01152,25-34,Female,Spain,Returning,Email,2024-02-29,Shoes,Mobile,Discount Seekers
CUS-01153,55+,Male,Italy,New,Display Ads,2025-08-30,Sportswear,Desktop,New Customers
CUS-01154,55+,Female,Poland,Returning,Affiliate,2024-07-23,Dresses,Mobile,Discount Seekers
CUS-01155,18-24,Female,Italy,Returning,Organic Search,2024-08-13,Jackets,Mobile,Champions
CUS-01156,35-44,Female,Germany,Returning,Google Search,2024-11-19,Shoes,Mobile,Loyal Customers
CUS-01157,45-54,Female,Germany,Returning,Affiliate,2025-04-22,Shoes,Tablet,Discount Seekers
CUS-01158,45-54,Male,Netherlands,Returning,Meta Ads,2025-02-27,Jeans,Mobile,Discount Seekers
CUS-01159,45-54,Male,France,Returning,Google Search,2024-10-19,Sportswear,Mobile,Potential Loyalists
CUS-01160,55+,Female,Italy,Returning,Meta Ads,2025-06-03,Beauty,Desktop,Potential Loyalists
CUS-01161,25-34,Male,Netherlands,New,Organic Search,2025-09-26,Sportswear,Mobile,New Customers
CUS-01162,35-44,Male,UK,Returning,Display Ads,2023-06-12,Sportswear,Mobile,Potential Loyalists
CUS-01163,25-34,Female,France,Returning,Email,2025-02-27,Accessories,Desktop,Loyal Customers
CUS-01164,18-24,Male,France,Returning,Meta Ads,2024-11-15,Shoes,Desktop,Discount Seekers
CUS-01165,18-24,Female,Italy,Returning,Email,2024-01-15,Shoes,Desktop,Loyal Customers
CUS-01166,55+,Female,Germany,Returning,Google Search,2024-09-16,Dresses,Mobile,At Risk
CUS-01167,45-54,Male,Spain,Returning,Google Search,2024-11-16,Jackets,Desktop,Champions
CUS-01168,35-44,Male,Germany,Returning,Email,2024-11-20,Jackets,Desktop,Champions
CUS-01169,35-44,Male,UK,Returning,Meta Ads,2023-12-02,Dresses,Mobile,At Risk
CUS-01170,25-34,Female,Germany,Returning,Display Ads,2023-10-03,Accessories,Desktop,Potential Loyalists
CUS-01171,55+,Male,Poland,Returning,Google Search,2024-06-24,Shoes,Mobile,At Risk
CUS-01172,25-34,Female,Spain,Returning,Email,2023-09-20,Sportswear,Mobile,Champions
CUS-01173,25-34,Female,Germany,Returning,TikTok Ads,2025-06-14,Jeans,Desktop,Discount Seekers
CUS-01174,25-34,Male,Germany,Returning,Meta Ads,2023-02-19,Jeans,Mobile,Hibernating
CUS-01175,18-24,Female,Italy,Returning,Affiliate,2025-08-30,Shoes,Desktop,Discount Seekers
CUS-01176,35-44,Female,Germany,Returning,Google Search,2023-10-22,Accessories,Mobile,Loyal Customers
CUS-01177,25-34,Male,Italy,Returning,Meta Ads,2023-08-19,Sportswear,Mobile,Potential Loyalists
CUS-01178,25-34,Female,UK,Returning,Google Search,2023-06-02,Sportswear,Tablet,Potential Loyalists
CUS-01179,35-44,Female,Germany,New,Meta Ads,2025-06-17,Shoes,Tablet,New Customers
CUS-01180,25-34,Non-binary/Other,France,Returning,Meta Ads,2024-11-22,Sportswear,Mobile,Potential Loyalists
CUS-01181,55+,Female,Spain,Returning,Meta Ads,2025-01-31,Jackets,Desktop,Champions
CUS-01182,45-54,Male,Italy,Returning,Google Search,2025-07-26,Accessories,Mobile,Potential Loyalists
CUS-01183,25-34,Female,Spain,Returning,Affiliate,2024-06-18,Dresses,Tablet,Loyal Customers
CUS-01184,45-54,Male,Poland,Returning,Affiliate,2024-03-16,Shoes,Mobile,Potential Loyalists
CUS-01185,55+,Male,Spain,Returning,Organic Search,2024-10-05,Shoes,Desktop,Loyal Customers
CUS-01186,55+,Male,UK,Returning,Google Search,2023-10-13,Accessories,Mobile,Loyal Customers
CUS-01187,45-54,Male,UK,Returning,Meta Ads,2024-07-14,Dresses,Mobile,At Risk
CUS-01188,35-44,Female,UK,Returning,TikTok Ads,2023-06-11,Accessories,Mobile,Potential Loyalists
CUS-01189,55+,Female,Germany,Returning,Meta Ads,2023-12-03,Accessories,Mobile,Potential Loyalists
CUS-01190,18-24,Female,Spain,New,Google Search,2025-06-23,Accessories,Desktop,New Customers
CUS-01191,25-34,Female,Germany,Returning,Meta Ads,2024-02-25,Jeans,Desktop,Hibernating
CUS-01192,18-24,Female,Germany,Returning,Affiliate,2025-08-04,Accessories,Mobile,Potential Loyalists
CUS-01193,45-54,Male,Italy,Returning,Google Search,2024-03-15,Jeans,Mobile,At Risk
CUS-01194,35-44,Male,Germany,Returning,Organic Search,2024-02-21,Jackets,Mobile,High-Value Customers
CUS-01195,18-24,Female,Germany,New,TikTok Ads,2025-07-07,Sportswear,Mobile,New Customers
CUS-01196,45-54,Male,Italy,Returning,Email,2023-10-10,Jeans,Mobile,Discount Seekers
CUS-01197,25-34,Female,France,Returning,Google Search,2024-04-16,Beauty,Mobile,Hibernating
CUS-01198,18-24,Male,Italy,Returning,Email,2024-10-30,Jackets,Desktop,Champions
CUS-01199,25-34,Female,France,New,Google Search,2025-06-14,Accessories,Desktop,New Customers
CUS-01200,25-34,Female,UK,Returning,Affiliate,2023-03-01,Dresses,Desktop,At Risk
CUS-01201,35-44,Female,France,Returning,Affiliate,2024-06-14,Dresses,Mobile,High-Value Customers
CUS-01202,18-24,Male,Germany,New,Display Ads,2025-10-23,Accessories,Mobile,New Customers
CUS-01203,25-34,Female,UK,Returning,Affiliate,2023-11-27,Jackets,Mobile,Champions
CUS-01204,18-24,Female,Poland,New,Meta Ads,2025-09-06,Accessories,Desktop,New Customers
CUS-01205,25-34,Male,Germany,Returning,Organic Search,2023-04-29,Dresses,Mobile,Loyal Customers
CUS-01206,45-54,Female,Poland,Returning,Display Ads,2023-03-16,Jeans,Mobile,Hibernating
CUS-01207,45-54,Female,Spain,New,Google Search,2025-09-21,Accessories,Mobile,New Customers
CUS-01208,35-44,Male,Italy,Returning,Meta Ads,2024-04-13,Beauty,Mobile,Hibernating
CUS-01209,25-34,Female,Italy,Returning,Meta Ads,2025-03-09,Dresses,Mobile,Discount Seekers
CUS-01210,18-24,Non-binary/Other,UK,Returning,Google Search,2023-11-18,Shoes,Desktop,At Risk
CUS-01211,45-54,Female,UK,Returning,Affiliate,2024-05-07,Shoes,Mobile,At Risk
CUS-01212,25-34,Female,Germany,Returning,Organic Search,2023-07-05,Beauty,Mobile,Hibernating
CUS-01213,25-34,Female,UK,Returning,Email,2023-12-27,Sportswear,Desktop,Discount Seekers
CUS-01214,25-34,Male,Germany,Returning,Email,2024-04-04,Jeans,Desktop,Discount Seekers
CUS-01215,35-44,Male,Germany,Returning,Meta Ads,2024-07-11,Jackets,Mobile,Champions
CUS-01216,35-44,Female,UK,New,Google Search,2025-08-30,Sportswear,Mobile,New Customers
CUS-01217,18-24,Female,Italy,Returning,Email,2025-03-17,Shoes,Mobile,Loyal Customers
CUS-01218,18-24,Female,Poland,Returning,TikTok Ads,2024-05-14,Shoes,Mobile,Discount Seekers
CUS-01219,35-44,Female,Poland,Returning,TikTok Ads,2023-10-18,Dresses,Mobile,At Risk
CUS-01220,35-44,Female,Poland,New,Organic Search,2025-08-06,Shoes,Mobile,New Customers
CUS-01221,25-34,Male,Italy,Returning,Meta Ads,2023-04-09,Shoes,Tablet,Loyal Customers
CUS-01222,45-54,Male,Germany,Returning,Google Search,2024-02-16,Shoes,Mobile,Potential Loyalists
CUS-01223,25-34,Male,France,Returning,TikTok Ads,2023-07-17,Bags,Desktop,At Risk
CUS-01224,35-44,Female,Germany,Returning,Google Search,2024-06-25,Dresses,Mobile,Loyal Customers
CUS-01225,25-34,Female,Germany,Returning,Email,2024-03-20,Bags,Desktop,Champions
CUS-01226,55+,Female,Germany,Returning,TikTok Ads,2024-03-21,Shoes,Mobile,Discount Seekers
CUS-01227,45-54,Female,Netherlands,Returning,Google Search,2023-09-10,Beauty,Desktop,Hibernating
CUS-01228,35-44,Female,Poland,Returning,Organic Search,2023-10-24,Dresses,Mobile,Loyal Customers
CUS-01229,35-44,Male,France,Returning,TikTok Ads,2024-03-20,Beauty,Desktop,Potential Loyalists
CUS-01230,25-34,Male,Germany,Returning,Google Search,2025-03-07,Shoes,Tablet,High-Value Customers
CUS-01231,18-24,Female,Spain,Returning,Google Search,2023-03-12,Jeans,Mobile,At Risk
CUS-01232,25-34,Female,Germany,Returning,Display Ads,2024-12-03,Jeans,Mobile,At Risk
CUS-01233,45-54,Male,Spain,Returning,Meta Ads,2024-12-02,Accessories,Desktop,Potential Loyalists
CUS-01234,25-34,Female,UK,Returning,Meta Ads,2025-02-09,Beauty,Desktop,Potential Loyalists
CUS-01235,25-34,Female,Netherlands,Returning,TikTok Ads,2023-04-02,Jackets,Mobile,Champions
CUS-01236,45-54,Female,Italy,Returning,Meta Ads,2023-10-19,Shoes,Tablet,Hibernating
CUS-01237,35-44,Female,Italy,Returning,Meta Ads,2023-01-23,Bags,Mobile,Champions
CUS-01238,45-54,Female,Netherlands,Returning,Google Search,2024-02-01,Bags,Mobile,Champions
CUS-01239,25-34,Male,Germany,Returning,Organic Search,2023-02-07,Accessories,Mobile,Hibernating
CUS-01240,18-24,Male,Netherlands,Returning,TikTok Ads,2023-08-04,Shoes,Mobile,Discount Seekers
CUS-01241,35-44,Female,Italy,Returning,Affiliate,2023-04-20,Shoes,Desktop,Hibernating
CUS-01242,25-34,Male,France,New,Meta Ads,2025-07-25,Accessories,Tablet,New Customers
CUS-01243,25-34,Male,Italy,New,Display Ads,2025-09-15,Beauty,Mobile,New Customers
CUS-01244,25-34,Female,Poland,New,Google Search,2025-10-06,Accessories,Mobile,New Customers
CUS-01245,18-24,Female,Italy,Returning,Google Search,2023-06-05,Shoes,Tablet,Potential Loyalists
CUS-01246,18-24,Male,UK,New,Google Search,2025-06-24,Sportswear,Mobile,New Customers
CUS-01247,35-44,Female,Italy,New,TikTok Ads,2025-11-06,Sportswear,Desktop,New Customers
CUS-01248,45-54,Male,Germany,Returning,Organic Search,2024-12-16,Shoes,Mobile,At Risk
CUS-01249,35-44,Female,Germany,Returning,Email,2023-11-14,Shoes,Desktop,Discount Seekers
CUS-01250,35-44,Female,UK,Returning,Affiliate,2024-08-10,Dresses,Mobile,High-Value Customers
CUS-01251,25-34,Female,Italy,Returning,Email,2024-08-17,Bags,Mobile,Champions
CUS-01252,45-54,Female,Spain,Returning,TikTok Ads,2025-05-26,Shoes,Mobile,Potential Loyalists
CUS-01253,35-44,Female,Italy,Returning,Google Search,2024-10-22,Jeans,Desktop,Loyal Customers
CUS-01254,25-34,Male,Germany,Returning,Display Ads,2024-04-25,Shoes,Mobile,Potential Loyalists
CUS-01255,18-24,Female,Germany,Returning,Google Search,2024-04-27,Shoes,Mobile,Potential Loyalists
CUS-01256,25-34,Female,Germany,Returning,Google Search,2023-09-30,Dresses,Mobile,Loyal Customers
CUS-01257,18-24,Female,Poland,Returning,Meta Ads,2023-04-27,Jeans,Mobile,Hibernating
CUS-01258,25-34,Female,Spain,New,TikTok Ads,2025-11-05,Shoes,Tablet,New Customers
CUS-01259,35-44,Male,UK,Returning,Organic Search,2024-11-08,Sportswear,Mobile,Discount Seekers
CUS-01260,18-24,Male,France,Returning,Organic Search,2024-09-30,Jackets,Mobile,Champions
CUS-01261,18-24,Male,UK,Returning,Meta Ads,2024-03-03,Sportswear,Mobile,Champions
CUS-01262,25-34,Male,Germany,Returning,Email,2025-05-31,Sportswear,Desktop,Potential Loyalists
CUS-01263,45-54,Male,Spain,Returning,Organic Search,2023-04-21,Shoes,Mobile,Champions
CUS-01264,18-24,Female,Italy,Returning,Meta Ads,2024-09-11,Accessories,Mobile,Loyal Customers
CUS-01265,25-34,Male,Germany,Returning,Google Search,2023-10-25,Bags,Desktop,High-Value Customers
CUS-01266,45-54,Female,Netherlands,Returning,Email,2024-06-11,Accessories,Desktop,Loyal Customers
CUS-01267,25-34,Female,France,Returning,Google Search,2023-07-09,Shoes,Mobile,Loyal Customers
CUS-01268,25-34,Female,UK,New,Organic Search,2025-06-14,Shoes,Mobile,New Customers
CUS-01269,55+,Male,UK,New,TikTok Ads,2025-06-09,Shoes,Tablet,New Customers
CUS-01270,35-44,Female,Spain,Returning,Affiliate,2024-07-07,Jeans,Tablet,At Risk
CUS-01271,18-24,Female,Netherlands,Returning,Google Search,2025-04-16,Beauty,Mobile,Potential Loyalists
CUS-01272,25-34,Female,UK,Returning,Meta Ads,2023-03-11,Beauty,Desktop,Hibernating
CUS-01273,25-34,Male,UK,Returning,Email,2024-08-29,Dresses,Mobile,Loyal Customers
CUS-01274,35-44,Male,Poland,New,Google Search,2025-11-13,Accessories,Mobile,New Customers
CUS-01275,35-44,Female,Netherlands,Returning,Organic Search,2024-05-02,Dresses,Mobile,At Risk
CUS-01276,18-24,Female,Italy,Returning,Organic Search,2024-07-13,Jeans,Mobile,Discount Seekers
CUS-01277,25-34,Female,Poland,Returning,Affiliate,2024-08-10,Sportswear,Desktop,Potential Loyalists
CUS-01278,18-24,Male,Italy,New,Google Search,2025-10-27,Sportswear,Mobile,New Customers
CUS-01279,45-54,Female,Netherlands,Returning,Organic Search,2023-05-03,Bags,Desktop,Champions
CUS-01280,25-34,Male,UK,Returning,Google Search,2024-01-22,Shoes,Desktop,Loyal Customers
CUS-01281,25-34,Male,France,Returning,Organic Search,2024-04-02,Shoes,Mobile,Champions
CUS-01282,18-24,Female,UK,Returning,Organic Search,2024-02-21,Jeans,Desktop,Hibernating
CUS-01283,18-24,Male,France,Returning,Google Search,2023-08-29,Sportswear,Mobile,Potential Loyalists
CUS-01284,35-44,Female,Spain,Returning,Meta Ads,2023-06-14,Accessories,Mobile,Hibernating
CUS-01285,25-34,Male,Italy,Returning,Organic Search,2023-01-14,Bags,Mobile,Champions
CUS-01286,25-34,Female,Italy,Returning,Meta Ads,2025-05-22,Jeans,Mobile,Discount Seekers
CUS-01287,18-24,Female,France,Returning,Display Ads,2025-07-21,Jeans,Mobile,Discount Seekers
CUS-01288,25-34,Female,Italy,Returning,Google Search,2024-07-30,Shoes,Tablet,Champions
CUS-01289,25-34,Male,Italy,Returning,Display Ads,2024-03-09,Sportswear,Mobile,Champions
CUS-01290,25-34,Female,Poland,Returning,Meta Ads,2024-08-16,Sportswear,Mobile,Champions
CUS-01291,18-24,Female,France,Returning,TikTok Ads,2024-08-18,Dresses,Desktop,Discount Seekers
CUS-01292,45-54,Female,Spain,Returning,Affiliate,2023-07-25,Shoes,Desktop,Loyal Customers
CUS-01293,35-44,Male,Italy,New,Google Search,2025-06-08,Beauty,Mobile,New Customers
CUS-01294,25-34,Male,Netherlands,New,Meta Ads,2025-10-19,Sportswear,Mobile,New Customers
CUS-01295,35-44,Female,Italy,Returning,TikTok Ads,2024-05-16,Beauty,Desktop,Hibernating
CUS-01296,45-54,Female,Germany,New,TikTok Ads,2025-10-06,Sportswear,Mobile,New Customers
CUS-01297,18-24,Female,Italy,New,Meta Ads,2025-06-02,Shoes,Mobile,New Customers
CUS-01298,25-34,Female,Netherlands,Returning,Organic Search,2023-03-05,Jackets,Tablet,High-Value Customers
CUS-01299,25-34,Female,Italy,Returning,Affiliate,2023-04-21,Shoes,Desktop,Loyal Customers
CUS-01300,35-44,Male,UK,Returning,Affiliate,2023-10-03,Jeans,Desktop,Discount Seekers
CUS-01301,55+,Male,Spain,Returning,Google Search,2023-07-24,Shoes,Mobile,Champions
CUS-01302,18-24,Female,UK,New,Google Search,2025-10-05,Shoes,Desktop,New Customers
CUS-01303,18-24,Female,Germany,Returning,Google Search,2025-02-11,Shoes,Mobile,Discount Seekers
CUS-01304,25-34,Male,UK,Returning,Email,2024-06-27,Dresses,Mobile,At Risk
CUS-01305,35-44,Female,Italy,Returning,Organic Search,2024-11-10,Shoes,Mobile,At Risk
CUS-01306,45-54,Female,Netherlands,Returning,TikTok Ads,2024-06-29,Jeans,Desktop,Loyal Customers
CUS-01307,55+,Male,Italy,Returning,Google Search,2024-10-10,Accessories,Mobile,Potential Loyalists
CUS-01308,25-34,Male,Germany,Returning,Google Search,2025-08-17,Accessories,Mobile,Potential Loyalists
CUS-01309,18-24,Female,Poland,New,Affiliate,2025-07-02,Shoes,Desktop,New Customers
CUS-01310,25-34,Male,Germany,New,Meta Ads,2025-07-31,Beauty,Desktop,New Customers
CUS-01311,45-54,Female,Germany,Returning,Google Search,2025-03-13,Sportswear,Tablet,Potential Loyalists
CUS-01312,35-44,Female,Netherlands,Returning,TikTok Ads,2023-07-07,Beauty,Mobile,Potential Loyalists
CUS-01313,45-54,Male,Germany,Returning,Organic Search,2024-09-21,Accessories,Mobile,Loyal Customers
CUS-01314,25-34,Female,UK,Returning,TikTok Ads,2024-08-25,Accessories,Mobile,Potential Loyalists
CUS-01315,35-44,Female,France,Returning,Organic Search,2025-01-21,Accessories,Desktop,Loyal Customers
CUS-01316,55+,Female,Italy,Returning,Affiliate,2023-10-19,Jeans,Mobile,Discount Seekers
CUS-01317,35-44,Female,Germany,Returning,Google Search,2023-04-29,Jeans,Desktop,At Risk
CUS-01318,25-34,Non-binary/Other,Spain,Returning,Email,2024-05-14,Shoes,Mobile,Loyal Customers
CUS-01319,25-34,Female,Germany,Returning,Google Search,2023-05-02,Jeans,Mobile,At Risk
CUS-01320,18-24,Male,Germany,Returning,Email,2023-06-05,Dresses,Mobile,Discount Seekers
CUS-01321,18-24,Female,Spain,Returning,Email,2024-01-26,Jeans,Mobile,Loyal Customers
CUS-01322,25-34,Female,France,Returning,Email,2024-10-30,Dresses,Mobile,Loyal Customers
CUS-01323,25-34,Male,France,Returning,TikTok Ads,2024-09-23,Sportswear,Mobile,Champions
CUS-01324,18-24,Non-binary/Other,Poland,Returning,Meta Ads,2023-11-30,Bags,Mobile,Champions
CUS-01325,55+,Male,Germany,Returning,Affiliate,2024-03-28,Shoes,Mobile,Hibernating
CUS-01326,35-44,Male,Germany,Returning,Email,2023-04-30,Shoes,Mobile,High-Value Customers
CUS-01327,25-34,Female,Netherlands,Returning,Email,2024-09-02,Jackets,Desktop,Champions
CUS-01328,45-54,Female,Germany,Returning,Google Search,2024-03-10,Beauty,Mobile,Hibernating
